PRISM Time Series Data
Locations: 57
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 800m
Period: 2023-01-01 - 2023-12-31
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2026-Apr-21
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
PEWH,-105.7949,40.5296,10489,2023-12-21,0.00,18.3,28.1,38.0
PEWH,-105.7949,40.5296,10489,2023-12-22,0.00,20.4,26.0,31.7
PEWH,-105.7949,40.5296,10489,2023-12-23,0.00,16.0,25.2,34.3
PEWH,-105.7949,40.5296,10489,2023-12-24,0.22,14.4,21.7,29.0
PEWH,-105.7949,40.5296,10489,2023-12-25,0.05,0.5,7.6,14.7
PEWH,-105.7949,40.5296,10489,2023-12-26,0.00,-3.3,1.0,5.2
PEWH,-105.7949,40.5296,10489,2023-12-27,0.12,2.1,7.0,11.9
PEWH,-105.7949,40.5296,10489,2023-12-28,0.00,1.6,11.3,21.0
PEWH,-105.7949,40.5296,10489,2023-12-29,0.00,1.7,15.2,28.6
PEWH,-105.7949,40.5296,10489,2023-12-30,0.06,2.2,16.3,30.3
PEWH,-105.7949,40.5296,10489,2023-12-31,0.00,8.4,20.4,32.4

PEWH,-106.4726,41.3279,8743,2023-01-01,0.55,23.1,26.2,29.3
PEWH,-106.4726,41.3279,8743,2023-01-02,0.38,23.8,28.9,34.1
PEWH,-106.4726,41.3279,8743,2023-01-03,0.07,19.8,25.9,32.0
PEWH,-106.4726,41.3279,8743,2023-01-04,0.02,11.5,16.4,21.3
PEWH,-106.4726,41.3279,8743,2023-01-05,0.00,1.0,9.1,17.1
PEWH,-106.4726,41.3279,8743,2023-01-06,0.04,3.6,18.4,33.2
PEWH,-106.4726,41.3279,8743,2023-01-07,0.48,21.9,25.5,29.1
PEWH,-106.4726,41.3279,8743,2023-01-08,0.00,13.6,21.8,29.9
PEWH,-106.4726,41.3279,8743,2023-01-09,0.10,12.1,22.8,33.4
PEWH,-106.4726,41.3279,8743,2023-01-10,0.04,17.8,25.8,33.8
PEWH,-106.4726,41.3279,8743,2023-01-11,0.27,28.1,30.4,32.7
PEWH,-106.4726,41.3279,8743,2023-01-12,0.54,18.8,24.2,29.5
PEWH,-106.4726,41.3279,8743,2023-01-13,0.00,7.3,18.6,30.0
PEWH,-106.4726,41.3279,8743,2023-01-14,0.01,17.6,30.3,42.9
PEWH,-106.4726,41.3279,8743,2023-01-15,0.00,28.4,36.2,43.9
PEWH,-106.4726,41.3279,8743,2023-01-16,0.06,22.3,27.4,32.4
PEWH,-106.4726,41.3279,8743,2023-01-17,0.01,14.7,22.7,30.8
PEWH,-106.4726,41.3279,8743,2023-01-18,0.08,17.1,25.3,33.5
PEWH,-106.4726,41.3279,8743,2023-01-19,0.04,-0.3,10.2,20.6
PEWH,-106.4726,41.3279,8743,2023-01-20,0.00,-3.7,11.5,26.6
PEWH,-106.4726,41.3279,8743,2023-01-21,0.00,1.7,12.1,22.5
PEWH,-106.4726,41.3279,8743,2023-01-22,0.01,4.7,9.8,14.9
PEWH,-106.4726,41.3279,8743,2023-01-23,0.00,6.2,18.1,30.0
PEWH,-106.4726,41.3279,8743,2023-01-24,0.00,4.0,16.2,28.5
PEWH,-106.4726,41.3279,8743,2023-01-25,0.08,6.5,12.6,18.8
PEWH,-106.4726,41.3279,8743,2023-01-26,0.20,5.9,9.2,12.4
PEWH,-106.4726,41.3279,8743,2023-01-27,0.62,5.5,13.3,21.1
PEWH,-106.4726,41.3279,8743,2023-01-28,0.76,16.2,18.5,20.7
PEWH,-106.4726,41.3279,8743,2023-01-29,0.41,10.4,16.2,22.1
PEWH,-106.4726,41.3279,8743,2023-01-30,0.33,-5.0,6.9,18.8
PEWH,-106.4726,41.3279,8743,2023-01-31,0.00,-19.7,-5.9,7.8
PEWH,-106.4726,41.3279,8743,2023-02-01,0.05,-22.2,-3.2,15.8
PEWH,-106.4726,41.3279,8743,2023-02-02,0.09,3.8,16.2,28.5
PEWH,-106.4726,41.3279,8743,2023-02-03,0.00,2.1,18.0,33.9
PEWH,-106.4726,41.3279,8743,2023-02-04,0.11,4.8,20.8,36.7
PEWH,-106.4726,41.3279,8743,2023-02-05,0.00,13.3,22.7,32.0
PEWH,-106.4726,41.3279,8743,2023-02-06,0.15,19.9,31.3,42.6
PEWH,-106.4726,41.3279,8743,2023-02-07,0.24,8.6,14.9,21.3
PEWH,-106.4726,41.3279,8743,2023-02-08,0.00,1.6,16.7,31.8
PEWH,-106.4726,41.3279,8743,2023-02-09,0.11,4.8,16.0,27.2
PEWH,-106.4726,41.3279,8743,2023-02-10,0.00,-5.2,5.6,16.3
PEWH,-106.4726,41.3279,8743,2023-02-11,0.03,-5.2,14.9,35.0
PEWH,-106.4726,41.3279,8743,2023-02-12,0.00,11.9,29.0,46.2
PEWH,-106.4726,41.3279,8743,2023-02-13,0.00,10.3,23.7,37.0
PEWH,-106.4726,41.3279,8743,2023-02-14,0.00,12.5,27.8,43.1
PEWH,-106.4726,41.3279,8743,2023-02-15,0.00,-1.1,12.5,26.2
PEWH,-106.4726,41.3279,8743,2023-02-16,0.00,-9.0,0.6,10.3
PEWH,-106.4726,41.3279,8743,2023-02-17,0.00,-14.8,0.4,15.5
PEWH,-106.4726,41.3279,8743,2023-02-18,0.08,5.9,20.9,35.8
PEWH,-106.4726,41.3279,8743,2023-02-19,0.00,14.0,25.1,36.2
PEWH,-106.4726,41.3279,8743,2023-02-20,0.08,15.5,18.6,21.8
PEWH,-106.4726,41.3279,8743,2023-02-21,0.34,20.7,24.1,27.4
PEWH,-106.4726,41.3279,8743,2023-02-22,0.52,25.1,29.3,33.5
PEWH,-106.4726,41.3279,8743,2023-02-23,0.08,-13.4,4.0,21.4
PEWH,-106.4726,41.3279,8743,2023-02-24,0.06,-6.1,6.3,18.7
PEWH,-106.4726,41.3279,8743,2023-02-25,0.08,5.3,15.3,25.4
PEWH,-106.4726,41.3279,8743,2023-02-26,0.25,15.7,25.8,36.0
PEWH,-106.4726,41.3279,8743,2023-02-27,0.10,17.1,29.1,41.1
PEWH,-106.4726,41.3279,8743,2023-02-28,0.06,16.6,22.0,27.4
PEWH,-106.4726,41.3279,8743,2023-03-01,0.23,-3.6,7.9,19.5
PEWH,-106.4726,41.3279,8743,2023-03-02,0.29,-1.5,12.6,26.7
PEWH,-106.4726,41.3279,8743,2023-03-03,0.00,5.2,16.4,27.6
PEWH,-106.4726,41.3279,8743,2023-03-04,0.27,6.5,15.8,25.2
PEWH,-106.4726,41.3279,8743,2023-03-05,0.25,-3.9,12.1,28.2
PEWH,-106.4726,41.3279,8743,2023-03-06,0.31,10.2,16.3,22.3
PEWH,-106.4726,41.3279,8743,2023-03-07,0.05,8.2,19.3,30.4
PEWH,-106.4726,41.3279,8743,2023-03-08,0.07,7.0,16.1,25.1
PEWH,-106.4726,41.3279,8743,2023-03-09,0.14,7.6,22.7,37.8
PEWH,-106.4726,41.3279,8743,2023-03-10,0.04,12.5,19.4,26.3
PEWH,-106.4726,41.3279,8743,2023-03-11,0.41,17.8,28.2,38.6
PEWH,-106.4726,41.3279,8743,2023-03-12,0.00,0.9,12.4,23.9
PEWH,-106.4726,41.3279,8743,2023-03-13,0.00,1.3,13.9,26.6
PEWH,-106.4726,41.3279,8743,2023-03-14,0.03,15.6,27.1,38.7
PEWH,-106.4726,41.3279,8743,2023-03-15,0.02,25.3,33.7,42.1
PEWH,-106.4726,41.3279,8743,2023-03-16,0.42,19.5,28.3,37.1
PEWH,-106.4726,41.3279,8743,2023-03-17,0.00,-4.6,8.2,20.9
PEWH,-106.4726,41.3279,8743,2023-03-18,0.00,-7.5,5.6,18.6
PEWH,-106.4726,41.3279,8743,2023-03-19,0.00,-8.1,8.9,26.0
PEWH,-106.4726,41.3279,8743,2023-03-20,0.00,3.9,19.5,35.0
PEWH,-106.4726,41.3279,8743,2023-03-21,0.40,17.7,26.1,34.4
PEWH,-106.4726,41.3279,8743,2023-03-22,0.03,7.9,20.6,33.3
PEWH,-106.4726,41.3279,8743,2023-03-23,0.59,17.0,26.1,35.3
PEWH,-106.4726,41.3279,8743,2023-03-24,0.17,9.5,22.6,35.8
PEWH,-106.4726,41.3279,8743,2023-03-25,0.04,7.4,21.0,34.6
PEWH,-106.4726,41.3279,8743,2023-03-26,0.00,-5.4,6.7,18.8
PEWH,-106.4726,41.3279,8743,2023-03-27,0.00,-7.5,8.3,24.0
PEWH,-106.4726,41.3279,8743,2023-03-28,0.00,-7.9,3.3,14.4
PEWH,-106.4726,41.3279,8743,2023-03-29,0.14,-4.8,14.9,34.6
PEWH,-106.4726,41.3279,8743,2023-03-30,0.11,25.8,36.0,46.3
PEWH,-106.4726,41.3279,8743,2023-03-31,0.13,16.3,30.9,45.5
PEWH,-106.4726,41.3279,8743,2023-04-01,0.16,14.9,19.2,23.6
PEWH,-106.4726,41.3279,8743,2023-04-02,0.03,16.8,28.6,40.4
PEWH,-106.4726,41.3279,8743,2023-04-03,0.00,22.7,29.2,35.7
PEWH,-106.4726,41.3279,8743,2023-04-04,0.27,18.8,30.3,41.8
PEWH,-106.4726,41.3279,8743,2023-04-05,0.14,-3.8,11.7,27.2
PEWH,-106.4726,41.3279,8743,2023-04-06,0.00,-6.1,7.7,21.5
PEWH,-106.4726,41.3279,8743,2023-04-07,0.01,1.7,16.3,30.9
PEWH,-106.4726,41.3279,8743,2023-04-08,0.09,8.9,28.1,47.3
PEWH,-106.4726,41.3279,8743,2023-04-09,0.00,22.9,34.3,45.7
PEWH,-106.4726,41.3279,8743,2023-04-10,0.00,19.9,31.5,43.1
PEWH,-106.4726,41.3279,8743,2023-04-11,0.00,21.8,38.3,54.8
PEWH,-106.4726,41.3279,8743,2023-04-12,0.00,35.4,47.9,60.4
PEWH,-106.4726,41.3279,8743,2023-04-13,0.00,37.8,48.0,58.1
PEWH,-106.4726,41.3279,8743,2023-04-14,0.00,24.3,39.0,53.7
PEWH,-106.4726,41.3279,8743,2023-04-15,0.17,16.3,24.3,32.4
PEWH,-106.4726,41.3279,8743,2023-04-16,0.16,10.3,19.5,28.7
PEWH,-106.4726,41.3279,8743,2023-04-17,0.01,10.3,26.8,43.4
PEWH,-106.4726,41.3279,8743,2023-04-18,0.04,25.3,39.7,54.1
PEWH,-106.4726,41.3279,8743,2023-04-19,0.06,17.4,34.0,50.7
PEWH,-106.4726,41.3279,8743,2023-04-20,0.17,11.7,17.5,23.2
PEWH,-106.4726,41.3279,8743,2023-04-21,0.03,11.2,19.1,26.9
PEWH,-106.4726,41.3279,8743,2023-04-22,0.45,12.4,19.3,26.2
PEWH,-106.4726,41.3279,8743,2023-04-23,0.06,11.1,20.8,30.5
PEWH,-106.4726,41.3279,8743,2023-04-24,0.00,5.5,22.4,39.2
PEWH,-106.4726,41.3279,8743,2023-04-25,0.13,17.2,33.5,49.7
PEWH,-106.4726,41.3279,8743,2023-04-26,0.43,22.7,31.5,40.4
PEWH,-106.4726,41.3279,8743,2023-04-27,0.00,20.6,33.7,46.7
PEWH,-106.4726,41.3279,8743,2023-04-28,0.24,22.5,33.7,44.9
PEWH,-106.4726,41.3279,8743,2023-04-29,0.09,16.2,28.0,39.8
PEWH,-106.4726,41.3279,8743,2023-04-30,0.00,22.8,38.0,53.1
PEWH,-106.4726,41.3279,8743,2023-05-01,0.06,26.4,41.3,56.2
PEWH,-106.4726,41.3279,8743,2023-05-02,0.07,28.2,45.4,62.6
PEWH,-106.4726,41.3279,8743,2023-05-03,0.08,35.7,50.4,65.0
PEWH,-106.4726,41.3279,8743,2023-05-04,0.00,31.8,46.4,61.0
PEWH,-106.4726,41.3279,8743,2023-05-05,0.07,32.9,42.9,53.0
PEWH,-106.4726,41.3279,8743,2023-05-06,0.00,29.8,43.1,56.3
PEWH,-106.4726,41.3279,8743,2023-05-07,0.05,27.5,37.9,48.2
PEWH,-106.4726,41.3279,8743,2023-05-08,0.18,25.6,37.2,48.8
PEWH,-106.4726,41.3279,8743,2023-05-09,0.00,26.0,40.3,54.6
PEWH,-106.4726,41.3279,8743,2023-05-10,0.00,28.6,44.8,61.1
PEWH,-106.4726,41.3279,8743,2023-05-11,0.13,32.4,45.4,58.5
PEWH,-106.4726,41.3279,8743,2023-05-12,0.28,34.6,37.6,40.5
PEWH,-106.4726,41.3279,8743,2023-05-13,0.20,33.9,39.3,44.6
PEWH,-106.4726,41.3279,8743,2023-05-14,0.03,33.7,40.4,47.2
PEWH,-106.4726,41.3279,8743,2023-05-15,0.00,32.8,44.0,55.2
PEWH,-106.4726,41.3279,8743,2023-05-16,0.00,33.1,45.2,57.3
PEWH,-106.4726,41.3279,8743,2023-05-17,0.00,30.4,44.7,59.0
PEWH,-106.4726,41.3279,8743,2023-05-18,0.00,31.8,46.0,60.2
PEWH,-106.4726,41.3279,8743,2023-05-19,0.04,33.9,45.1,56.4
PEWH,-106.4726,41.3279,8743,2023-05-20,0.07,31.1,44.2,57.2
PEWH,-106.4726,41.3279,8743,2023-05-21,0.00,28.3,45.0,61.6
PEWH,-106.4726,41.3279,8743,2023-05-22,0.00,31.4,47.5,63.6
PEWH,-106.4726,41.3279,8743,2023-05-23,0.00,35.0,51.1,67.1
PEWH,-106.4726,41.3279,8743,2023-05-24,0.00,33.3,49.5,65.7
PEWH,-106.4726,41.3279,8743,2023-05-25,0.16,37.9,50.3,62.8
PEWH,-106.4726,41.3279,8743,2023-05-26,0.00,33.0,50.7,68.4
PEWH,-106.4726,41.3279,8743,2023-05-27,0.00,34.1,52.0,69.8
PEWH,-106.4726,41.3279,8743,2023-05-28,0.00,32.4,48.6,64.9
PEWH,-106.4726,41.3279,8743,2023-05-29,0.00,29.9,46.3,62.7
PEWH,-106.4726,41.3279,8743,2023-05-30,0.00,31.0,47.8,64.7
PEWH,-106.4726,41.3279,8743,2023-05-31,0.00,32.8,50.1,67.5
PEWH,-106.4726,41.3279,8743,2023-06-01,0.00,36.3,51.9,67.4
PEWH,-106.4726,41.3279,8743,2023-06-02,0.13,35.7,46.6,57.5
PEWH,-106.4726,41.3279,8743,2023-06-03,0.26,33.4,40.9,48.4
PEWH,-106.4726,41.3279,8743,2023-06-04,0.04,32.4,44.3,56.2
PEWH,-106.4726,41.3279,8743,2023-06-05,0.03,40.9,49.8,58.7
PEWH,-106.4726,41.3279,8743,2023-06-06,0.22,37.1,49.6,62.2
PEWH,-106.4726,41.3279,8743,2023-06-07,0.00,35.8,50.9,65.9
PEWH,-106.4726,41.3279,8743,2023-06-08,0.36,37.2,49.9,62.7
PEWH,-106.4726,41.3279,8743,2023-06-09,0.08,38.2,48.8,59.5
PEWH,-106.4726,41.3279,8743,2023-06-10,0.00,37.4,51.5,65.6
PEWH,-106.4726,41.3279,8743,2023-06-11,0.31,35.3,48.2,61.1
PEWH,-106.4726,41.3279,8743,2023-06-12,0.01,33.7,48.1,62.4
PEWH,-106.4726,41.3279,8743,2023-06-13,0.11,38.6,46.0,53.5
PEWH,-106.4726,41.3279,8743,2023-06-14,0.43,36.4,45.4,54.3
PEWH,-106.4726,41.3279,8743,2023-06-15,0.26,34.1,48.4,62.6
PEWH,-106.4726,41.3279,8743,2023-06-16,0.24,38.3,47.7,57.1
PEWH,-106.4726,41.3279,8743,2023-06-17,0.00,34.8,44.4,54.0
PEWH,-106.4726,41.3279,8743,2023-06-18,0.00,32.9,45.5,58.1
PEWH,-106.4726,41.3279,8743,2023-06-19,0.00,39.6,53.4,67.3
PEWH,-106.4726,41.3279,8743,2023-06-20,0.00,50.0,62.0,74.0
PEWH,-106.4726,41.3279,8743,2023-06-21,0.00,37.9,54.6,71.2
PEWH,-106.4726,41.3279,8743,2023-06-22,0.00,39.3,56.9,74.4
PEWH,-106.4726,41.3279,8743,2023-06-23,0.00,39.4,55.0,70.6
PEWH,-106.4726,41.3279,8743,2023-06-24,0.00,37.5,54.5,71.5
PEWH,-106.4726,41.3279,8743,2023-06-25,0.00,36.9,49.6,62.3
PEWH,-106.4726,41.3279,8743,2023-06-26,0.00,35.1,53.1,71.0
PEWH,-106.4726,41.3279,8743,2023-06-27,0.00,40.5,57.4,74.4
PEWH,-106.4726,41.3279,8743,2023-06-28,0.00,40.6,56.7,72.7
PEWH,-106.4726,41.3279,8743,2023-06-29,0.00,34.9,53.0,71.2
PEWH,-106.4726,41.3279,8743,2023-06-30,0.00,37.1,51.5,65.8
PEWH,-106.4726,41.3279,8743,2023-07-01,0.00,35.1,47.7,60.3
PEWH,-106.4726,41.3279,8743,2023-07-02,0.00,34.3,51.9,69.5
PEWH,-106.4726,41.3279,8743,2023-07-03,0.00,40.0,55.9,71.9
PEWH,-106.4726,41.3279,8743,2023-07-04,0.02,39.0,57.3,75.6
PEWH,-106.4726,41.3279,8743,2023-07-05,0.18,39.6,52.2,64.9
PEWH,-106.4726,41.3279,8743,2023-07-06,0.06,37.2,51.3,65.5
PEWH,-106.4726,41.3279,8743,2023-07-07,0.00,42.1,52.6,63.2
PEWH,-106.4726,41.3279,8743,2023-07-08,0.10,38.7,52.4,66.2
PEWH,-106.4726,41.3279,8743,2023-07-09,0.10,40.1,54.1,68.2
PEWH,-106.4726,41.3279,8743,2023-07-10,0.00,38.6,55.2,71.8
PEWH,-106.4726,41.3279,8743,2023-07-11,0.00,44.8,60.1,75.3
PEWH,-106.4726,41.3279,8743,2023-07-12,0.00,41.6,59.8,78.0
PEWH,-106.4726,41.3279,8743,2023-07-13,0.00,41.9,59.2,76.6
PEWH,-106.4726,41.3279,8743,2023-07-14,0.00,45.5,61.5,77.6
PEWH,-106.4726,41.3279,8743,2023-07-15,0.00,39.7,56.0,72.4
PEWH,-106.4726,41.3279,8743,2023-07-16,0.00,39.7,55.7,71.6
PEWH,-106.4726,41.3279,8743,2023-07-17,0.00,39.6,58.5,77.5
PEWH,-106.4726,41.3279,8743,2023-07-18,0.00,44.6,65.2,85.8
PEWH,-106.4726,41.3279,8743,2023-07-19,0.01,51.2,64.3,77.3
PEWH,-106.4726,41.3279,8743,2023-07-20,0.00,49.2,61.4,73.6
PEWH,-106.4726,41.3279,8743,2023-07-21,0.03,40.4,53.7,66.9
PEWH,-106.4726,41.3279,8743,2023-07-22,0.00,37.7,54.8,72.0
PEWH,-106.4726,41.3279,8743,2023-07-23,0.00,40.1,58.6,77.0
PEWH,-106.4726,41.3279,8743,2023-07-24,0.00,45.2,61.3,77.4
PEWH,-106.4726,41.3279,8743,2023-07-25,0.06,47.3,65.7,84.1
PEWH,-106.4726,41.3279,8743,2023-07-26,0.00,48.9,63.2,77.5
PEWH,-106.4726,41.3279,8743,2023-07-27,0.02,45.3,62.5,79.8
PEWH,-106.4726,41.3279,8743,2023-07-28,0.48,43.9,60.6,77.3
PEWH,-106.4726,41.3279,8743,2023-07-29,0.00,50.7,64.9,79.0
PEWH,-106.4726,41.3279,8743,2023-07-30,0.00,52.6,66.7,80.9
PEWH,-106.4726,41.3279,8743,2023-07-31,0.02,53.9,67.4,80.8
PEWH,-106.4726,41.3279,8743,2023-08-01,0.20,51.0,63.8,76.7
PEWH,-106.4726,41.3279,8743,2023-08-02,0.30,48.0,59.8,71.5
PEWH,-106.4726,41.3279,8743,2023-08-03,0.32,47.6,60.0,72.4
PEWH,-106.4726,41.3279,8743,2023-08-04,0.11,46.0,56.2,66.4
PEWH,-106.4726,41.3279,8743,2023-08-05,0.03,42.0,55.0,68.0
PEWH,-106.4726,41.3279,8743,2023-08-06,0.07,37.5,52.0,66.6
PEWH,-106.4726,41.3279,8743,2023-08-07,0.00,36.5,50.7,65.0
PEWH,-106.4726,41.3279,8743,2023-08-08,0.03,36.2,49.7,63.1
PEWH,-106.4726,41.3279,8743,2023-08-09,0.29,37.1,50.2,63.4
PEWH,-106.4726,41.3279,8743,2023-08-10,0.00,34.6,50.6,66.7
PEWH,-106.4726,41.3279,8743,2023-08-11,0.00,40.7,56.3,71.9
PEWH,-106.4726,41.3279,8743,2023-08-12,0.00,43.1,58.6,74.2
PEWH,-106.4726,41.3279,8743,2023-08-13,0.00,44.3,58.5,72.7
PEWH,-106.4726,41.3279,8743,2023-08-14,0.00,34.5,49.8,65.1
PEWH,-106.4726,41.3279,8743,2023-08-15,0.00,28.4,49.7,71.1
PEWH,-106.4726,41.3279,8743,2023-08-16,0.00,36.5,57.2,77.9
PEWH,-106.4726,41.3279,8743,2023-08-17,0.00,51.4,65.0,78.6
PEWH,-106.4726,41.3279,8743,2023-08-18,0.00,49.1,65.6,82.1
PEWH,-106.4726,41.3279,8743,2023-08-19,0.11,48.0,62.9,77.8
PEWH,-106.4726,41.3279,8743,2023-08-20,0.04,44.7,60.8,76.9
PEWH,-106.4726,41.3279,8743,2023-08-21,0.00,49.6,65.5,81.5
PEWH,-106.4726,41.3279,8743,2023-08-22,0.00,50.1,66.4,82.8
PEWH,-106.4726,41.3279,8743,2023-08-23,0.04,46.8,62.9,79.1
PEWH,-106.4726,41.3279,8743,2023-08-24,0.00,45.4,60.9,76.5
PEWH,-106.4726,41.3279,8743,2023-08-25,0.27,50.3,60.7,71.1
PEWH,-106.4726,41.3279,8743,2023-08-26,0.13,45.4,52.1,58.8
PEWH,-106.4726,41.3279,8743,2023-08-27,0.00,43.8,57.9,71.9
PEWH,-106.4726,41.3279,8743,2023-08-28,0.15,43.6,58.6,73.7
PEWH,-106.4726,41.3279,8743,2023-08-29,0.09,39.5,54.6,69.6
PEWH,-106.4726,41.3279,8743,2023-08-30,0.00,38.5,55.7,72.9
PEWH,-106.4726,41.3279,8743,2023-08-31,0.00,43.2,60.9,78.6
PEWH,-106.4726,41.3279,8743,2023-09-01,0.00,38.5,58.0,77.5
PEWH,-106.4726,41.3279,8743,2023-09-02,0.03,43.7,59.9,76.1
PEWH,-106.4726,41.3279,8743,2023-09-03,0.00,41.5,56.7,71.8
PEWH,-106.4726,41.3279,8743,2023-09-04,0.03,43.4,57.7,72.1
PEWH,-106.4726,41.3279,8743,2023-09-05,0.05,42.3,50.6,59.0
PEWH,-106.4726,41.3279,8743,2023-09-06,0.07,39.5,51.3,63.2
PEWH,-106.4726,41.3279,8743,2023-09-07,0.00,36.0,53.5,71.0
PEWH,-106.4726,41.3279,8743,2023-09-08,0.00,35.6,52.0,68.5
PEWH,-106.4726,41.3279,8743,2023-09-09,0.00,37.1,55.3,73.5
PEWH,-106.4726,41.3279,8743,2023-09-10,0.00,35.2,52.9,70.6
PEWH,-106.4726,41.3279,8743,2023-09-11,0.12,37.9,50.9,63.9
PEWH,-106.4726,41.3279,8743,2023-09-12,0.00,32.1,46.5,60.8
PEWH,-106.4726,41.3279,8743,2023-09-13,0.00,28.9,47.6,66.4
PEWH,-106.4726,41.3279,8743,2023-09-14,0.00,35.4,50.2,65.0
PEWH,-106.4726,41.3279,8743,2023-09-15,0.43,34.0,42.5,51.1
PEWH,-106.4726,41.3279,8743,2023-09-16,0.06,29.0,43.3,57.6
PEWH,-106.4726,41.3279,8743,2023-09-17,0.00,29.2,45.9,62.6
PEWH,-106.4726,41.3279,8743,2023-09-18,0.00,33.1,50.4,67.8
PEWH,-106.4726,41.3279,8743,2023-09-19,0.00,32.7,49.4,66.2
PEWH,-106.4726,41.3279,8743,2023-09-20,0.17,33.3,47.8,62.4
PEWH,-106.4726,41.3279,8743,2023-09-21,0.00,32.3,47.9,63.5
PEWH,-106.4726,41.3279,8743,2023-09-22,0.00,39.5,51.3,63.0
PEWH,-106.4726,41.3279,8743,2023-09-23,0.08,29.2,45.3,61.4
PEWH,-106.4726,41.3279,8743,2023-09-24,0.00,28.6,40.0,51.5
PEWH,-106.4726,41.3279,8743,2023-09-25,0.00,25.8,43.0,60.2
PEWH,-106.4726,41.3279,8743,2023-09-26,0.00,28.4,47.9,67.4
PEWH,-106.4726,41.3279,8743,2023-09-27,0.00,31.6,51.3,70.9
PEWH,-106.4726,41.3279,8743,2023-09-28,0.00,32.0,52.1,72.1
PEWH,-106.4726,41.3279,8743,2023-09-29,0.00,37.5,54.7,72.0
PEWH,-106.4726,41.3279,8743,2023-09-30,0.00,31.8,50.2,68.7
PEWH,-106.4726,41.3279,8743,2023-10-01,0.00,43.4,57.1,70.7
PEWH,-106.4726,41.3279,8743,2023-10-02,0.07,37.8,51.0,64.2
PEWH,-106.4726,41.3279,8743,2023-10-03,0.00,34.6,48.1,61.7
PEWH,-106.4726,41.3279,8743,2023-10-04,0.16,30.9,36.2,41.5
PEWH,-106.4726,41.3279,8743,2023-10-05,0.07,30.0,36.4,42.8
PEWH,-106.4726,41.3279,8743,2023-10-06,0.00,28.4,39.1,49.8
PEWH,-106.4726,41.3279,8743,2023-10-07,0.00,27.0,39.2,51.4
PEWH,-106.4726,41.3279,8743,2023-10-08,0.07,26.0,43.0,60.0
PEWH,-106.4726,41.3279,8743,2023-10-09,0.00,28.7,45.3,61.9
PEWH,-106.4726,41.3279,8743,2023-10-10,0.00,28.6,44.3,60.0
PEWH,-106.4726,41.3279,8743,2023-10-11,0.00,28.3,44.7,61.1
PEWH,-106.4726,41.3279,8743,2023-10-12,0.10,31.7,44.3,57.0
PEWH,-106.4726,41.3279,8743,2023-10-13,0.75,23.5,27.8,32.0
PEWH,-106.4726,41.3279,8743,2023-10-14,0.09,18.1,25.8,33.4
PEWH,-106.4726,41.3279,8743,2023-10-15,0.00,18.5,30.0,41.6
PEWH,-106.4726,41.3279,8743,2023-10-16,0.00,23.5,36.1,48.8
PEWH,-106.4726,41.3279,8743,2023-10-17,0.00,28.0,43.2,58.5
PEWH,-106.4726,41.3279,8743,2023-10-18,0.06,31.7,46.4,61.0
PEWH,-106.4726,41.3279,8743,2023-10-19,0.00,30.1,42.1,54.0
PEWH,-106.4726,41.3279,8743,2023-10-20,0.00,29.5,44.2,58.9
PEWH,-106.4726,41.3279,8743,2023-10-21,0.00,31.0,47.6,64.2
PEWH,-106.4726,41.3279,8743,2023-10-22,0.00,31.5,48.4,65.2
PEWH,-106.4726,41.3279,8743,2023-10-23,0.00,33.5,45.7,57.8
PEWH,-106.4726,41.3279,8743,2023-10-24,0.00,31.0,44.8,58.5
PEWH,-106.4726,41.3279,8743,2023-10-25,0.00,26.9,39.9,52.9
PEWH,-106.4726,41.3279,8743,2023-10-26,0.00,31.2,43.8,56.3
PEWH,-106.4726,41.3279,8743,2023-10-27,0.11,8.5,28.1,47.7
PEWH,-106.4726,41.3279,8743,2023-10-28,0.12,8.3,23.2,38.2
PEWH,-106.4726,41.3279,8743,2023-10-29,0.00,14.7,21.2,27.7
PEWH,-106.4726,41.3279,8743,2023-10-30,0.00,-2.1,8.1,18.2
PEWH,-106.4726,41.3279,8743,2023-10-31,0.00,-3.3,12.6,28.5
PEWH,-106.4726,41.3279,8743,2023-11-01,0.10,6.2,22.2,38.3
PEWH,-106.4726,41.3279,8743,2023-11-02,0.00,18.1,31.6,45.2
PEWH,-106.4726,41.3279,8743,2023-11-03,0.10,20.3,31.9,43.4
PEWH,-106.4726,41.3279,8743,2023-11-04,0.00,32.7,39.3,45.9
PEWH,-106.4726,41.3279,8743,2023-11-05,0.00,28.7,39.9,51.1
PEWH,-106.4726,41.3279,8743,2023-11-06,0.00,29.8,42.0,54.1
PEWH,-106.4726,41.3279,8743,2023-11-07,0.00,30.5,38.4,46.3
PEWH,-106.4726,41.3279,8743,2023-11-08,0.00,25.4,35.6,45.9
PEWH,-106.4726,41.3279,8743,2023-11-09,0.07,16.5,23.7,31.0
PEWH,-106.4726,41.3279,8743,2023-11-10,0.00,10.0,19.5,29.0
PEWH,-106.4726,41.3279,8743,2023-11-11,0.00,8.0,22.8,37.7
