ObjectID,GlobalID,Date,DateYMD,Coordinate Source,Accuracy,Accuracy of GPS Unit,GPS Datum,Latitude,Longitude,Elevation,Unit,Ranger District,Org_Code,Forest Name,Area Within District,Land owner,Location Details,CreationDate,Creator,EditDate,Editor,x,y
200,4b25b9e5-912e-427d-b137-7945e9506645,########,20240727,GPS,GPS,Within 5m,WGS84,40.80203,-104.461,5039,feet,21006,21006,Arapaho and Roosevelt National Forests,FR 321.4,USFS,"Frrom Ault, take Highway 14 east.  Turn north onto CR 77. Turn west onto CR 114. Take a brief left south onto CR 69 then an immediate right west onto FR 114. Turn south onto FR 241, then southwest onto FR 241.3. Continue for approximately 0.3 miles. Site is in wet meadow.",########,ac15_CSUesri,########,ac15_CSUesri,-104.461,40.80203
201,e4d7b474-9834-4200-91d0-c632760c1ca0,########,20240728,GPS,GPS,Within 10m,WGS84,40.68064,-105.35,5963,feet,21005,21005,Arapaho and Roosevelt National Forests,Young gulch trail,USFS,From La  Port take highway 287  N turn W onto  CO hwy 14. turn S at young gulch th. about 0.95 mi from th.,########,ac15_CSUesri,########,ac15_CSUesri,-105.35,40.68064
202,add305f4-4b0e-4482-8262-58a0bc5719f8,########,20240729,GPS,GPS,Within 5m,WGS84,40.70082,-105.315,5860,feet,21005,21005,Arapaho and Roosevelt National Forests,Hewlett Gulch Trail,USFS,"From Laporte, take HW 14 West for 6.6 miles. Park at Hewlett Gulch Trailhead. Walk about 5,000ft down trail. Site is on east slope. ",########,ac15_CSUesri,########,ac15_CSUesri,-105.315,40.70082
203,33685e28-dd10-41a3-9d73-966a3da4bf85,########,20240729,GPS,GPS,Within 10m,WGS84,40.70189,-105.315,5878,feet,21005,21005,Arapaho and Roosevelt National Forests,Hewlett Gulch,USFS,"From Laporte, take CO highway 287 north, turn west onto CO highway 14, travel approx. 7 miles to Hewlett Gulch trailhead. Travel approx. .75 miles, site on west hillslope.",########,ac15_CSUesri,########,ac15_CSUesri,-105.315,40.70189
204,709989c2-c737-4239-ad2b-691f27b4dc06,########,20240728,GPS,GPS,Within 5m,WGS84,39.41359,-105.754,10036,feet,21211,21211,Pike and San Isabel National Forests,Kenosha Pass east trailhead ,USFS,"Take 285 from Denver to Kenosha Pass and turn left onto the east KP entrance. From the trailhead parking lot to trail 1776, begin walking southbound on the Colorado Trail. ",########,cnhp_guest7,########,cnhp_guest7,-105.754,39.41359
205,6f91d996-8abb-44f6-a7c0-dddbef604f90,########,20240730,GPS,GPS,Within 5m,WGS84,39.38138,-105.104,7400,feet,21211,21211,Pike and San Isabel National Forests,Indian creek CG,USFS,"Note, seed collection could occur near the Indian Creek CG. 39.39440, -105.09243
From the TH at the equestration CG, P. virens could be collected. Also assume there are plenty of spots from nearby FRs between here and Rampart Range Rd. Just to the east.",########,cnhp_guest4,########,cnhp_guest4,-105.104,39.38138
206,8e6bc5bd-4dae-43f5-a53c-f2e7bca14e72,########,20240730,GPS,GPS,Within 5m,WGS84,39.04535,-105.082,8200,feet,21209,21209,Pike and San Isabel National Forests,FR 342,USFS,"From hwy 67, just out of Woodland Park, turn left onto FR342",########,cnhp_guest4,########,cnhp_guest4,-105.082,39.04535
207,6a74637b-301c-4ccc-97d6-7a44974857a8,########,20240715,GPS,GPS,Within 5m,WGS84,44.84696,-107.334,4423,feet,20206,20206,Bighorn National Forest,Tongue River Canyon trail,USFS,About 50m up trail from the first bridge.,########,cnhp_guest7,########,cnhp_guest7,-107.334,44.84696
208,9d822389-8b6f-4ba8-a4fe-75c292be3367,########,20240723,GPS,GPS,Within 5m,WGS84,44.09117,-107.297,5893,feet,20201,20201,Bighorn National Forest,Tensleep Canyon,USFS,On hillside trail near state historic marker close to the end of the forest,########,cnhp_guest7,########,cnhp_guest7,-107.297,44.09117
209,5e58c284-550e-44a3-b48b-c3fb6de40d4a,########,20240723,GPS,GPS,Within 5m,WGS84,44.09115,-107.297,5893,feet,20201,20201,Bighorn National Forest,Tensleep Canyon,USFS,On hillside trail near the state historic markee right before the end of the forest,########,cnhp_guest7,########,cnhp_guest7,-107.297,44.09115
210,67cfdd73-39c0-4a93-ac8b-fc4e88a0b13a,########,20240724,GPS,GPS,Within 5m,WGS84,44.57905,-107.675,5123,feet,20203,20203,Bighorn National Forest,Bench Trail Trailhead,USFS,Bench Trail Trailhead nearest to Shell. Directly behind the trail map signboard.,########,cnhp_guest7,########,cnhp_guest7,-107.675,44.57905
211,bca8707f-c8fd-4801-8878-49456fe7ab52,########,20240731,GPS,GPS,Within 5m,WGS84,44.55327,-106.947,5796,feet,20206,20206,Bighorn National Forest,Piney Creek Trail,USFS,"Along Piney Creek Trail, starting about 100m from end of trail, working back towards trailhead",########,cnhp_guest7,########,cnhp_guest7,-106.947,44.55327
212,30d4fad0-215c-4686-8cd7-738af685bba1,########,20240805,GPS,GPS,Within 5m,WGS84,44.58291,-107.585,6877,feet,20203,20203,Bighorn National Forest,"Shell Canyon, FS rd 263",USFS,In Shell Canyon on rd 263. Walked up the road 300m.,########,cnhp_guest7,########,cnhp_guest7,-107.585,44.58291
213,8cb2f421-2e14-4077-8a66-d2bfe3981005,########,20240807,GPS,GPS,Within 5m,WGS84,39.38048,-105.099,7474,feet,21211,21211,Pike and San Isabel National Forests,Indian Creek Campground,USFS,From,########,cnhp_guest4,########,cnhp_guest4,-105.099,39.38048
214,03cd740f-68b5-4d1e-8eb6-b7296f3d0043,########,20240807,GPS,GPS,Within 5m,WGS84,39.14914,-105.109,7506,feet,21209,21209,Pike and San Isabel National Forests,Illinois Gulch,USFS,"From West Creek, take 73 NE to Rainbow Falls Trout Creek. Head SE on FS 350. Site is 4,600 ft down road and on the campground to the east of road.",########,cnhp_guest4,########,cnhp_guest4,-105.109,39.14914
215,92ea9c10-ed3f-4dde-912f-2068e0782abc,########,20240811,GPS,GPS,Within 5m,WGS84,39.40503,-105.72,10373,feet,21211,21211,Pike and San Isabel National Forests,Twin Cone Peaks Rd,USFS,"From Jefferson, head N on state route 285. Turn east at Kenosha Pass towards East Kenosha Pass CG. Continue onto Twin Cone Peaks Rd (south). Pass through private property, stop 250 feet after the first switchback. Site is uphill from the rd.",########,cnhp_guest4,########,cnhp_guest4,-105.72,39.40503
216,e52ee769-7385-498d-97e8-4303f8a73b6f,########,20240812,GPS,GPS,Within 5m,WGS84,39.37335,-105.741,10131,feet,21210,21210,Pike and San Isabel National Forests,Wilson Gulch,USFS,"From Jefferson, take 285 NE to 56 W. Turn S onto 39.2C and drive for 0.75 miles. Park at summit, site includes all sides of hill.",########,cnhp_guest4,########,cnhp_guest4,-105.741,39.37335
217,674b0614-7e08-4f09-83e0-b0f1c117dd41,########,20240812,GPS,GPS,Within 5m,WGS84,39.34846,-105.638,9743,feet,21210,21210,Pike and San Isabel National Forests,Long Gulch,USFS,"From Jefferson, take 285 N to 56 E. Head east onroad for 8 miles. Site is N of road.",########,cnhp_guest4,########,cnhp_guest4,-105.638,39.34846
218,c3bc9f27-818e-4272-b6d1-cd2dbb1cf519,########,20240806,GPS,GPS,Within 5m,WGS84,39.38029,-105.101,7480,feet,21211,21211,Pike and San Isabel National Forests,Indian Creek CG,USFS,"From Indian Creek CG parking lot near highwyay, head up trail 800 for about 800 feet. Site is mostly NE of trail.",########,cnhp_guest4,########,cnhp_guest4,-105.101,39.38029
219,743eaaa6-5b20-4443-af9d-727b3e915284,########,20240807,GPS,GPS,Within 5m,WGS84,39.40085,-105.167,6078,feet,21211,21211,Pike and San Isabel National Forests,Colorado Trail TH,USFS,"From Deckers, head N on 97 until you reach Colorado Trail TH. Site starts 50 feet from road.",########,cnhp_guest4,########,cnhp_guest4,-105.167,39.40085
220,3344d5de-5552-4c9b-8a63-ad750cab03f5,########,20240808,GPS,GPS,Within 5m,WGS84,39.09091,-105.091,7786,feet,21209,21209,Pike and San Isabel National Forests,FR345,USFS,"From Woodland Park, take 67 N to 79 E. TurnS on FR 345 and park at meadow on E of road. Site is ungrazed meadow.",########,cnhp_guest4,########,cnhp_guest4,-105.091,39.09091
221,2b8af278-25cb-412b-a0ae-a7f147984e82,########,20240808,GPS,GPS,Within 5m,WGS84,39.08778,-105.087,6830,feet,21209,21209,Pike and San Isabel National Forests,FR345,USFS,"From Woodland Park, take 67 N to 79 E. TurnS on FR 345 and drive for approximately 1 mile. Site is E of road on hillslope.",########,cnhp_guest4,########,cnhp_guest4,-105.087,39.08778
222,e31c07bc-732e-4b3a-9fc7-bfc236ce1596,########,20240808,GPS,GPS,Within 5m,WGS84,39.04636,-105.093,8045,feet,21209,21209,Pike and San Isabel National Forests,Cathedral Ridge,USFS,"From Woodland Park, head North on CO HWY 67. Then head west on FS 342 then continue to FS 342.A. Stop 500ft before Cathedral Park.",########,cnhp_guest4,########,cnhp_guest4,-105.093,39.04636
223,24aa4cdd-cd3e-4476-9a08-97fdbdfe0862,########,20240808,GPS,GPS,Within 5m,WGS84,39.07108,-105.145,8564,feet,21209,21209,Pike and San Isabel National Forests,Manchester Creek,USFS,"From Woodland Park, take highway 67 N to 78 W. Turn SW onto FS 357. Stop at junction with 358 and 357.H. Site is S and between two roads.",########,cnhp_guest4,########,cnhp_guest4,-105.145,39.07108
224,9d21476a-97e2-4075-a601-94dd69669dae,########,20240808,GPS,GPS,Within 5m,WGS84,39.15111,-105.104,7632,feet,21209,21209,Pike and San Isabel National Forests,350.A,USFS,"From Woodland Park, take 67 N to FS350. Turn NE onto FS350.A. site is N of road at drainage clearing.",########,cnhp_guest4,########,cnhp_guest4,-105.104,39.15111
225,009c15be-9f2f-455c-8ee8-9648c1f96688,########,20240809,GPS,GPS,Within 5m,WGS84,39.04706,-105.074,8100,feet,21209,21209,Pike and San Isabel National Forests,Red Rocks CG,USFS,"From Woodland Park, take 67 N to FS 335. Drive E 0.5 miles and park. Walk 225 feet west to ownership boundary to reach site.",########,cnhp_guest4,########,cnhp_guest4,-105.074,39.04706
226,1fbae3e3-9adb-4032-8bb5-8932282b8f8c,########,20240810,GPS,GPS,Within 5m,WGS84,39.03705,-106.026,9547,feet,21210,21210,Pike and San Isabel National Forests,Buffalo Springs CG,USFS,"From Antero Junction, head north on State Route 285. Turn West o to FS431. Travel 3 miles. Site is meadow S of rd.",########,cnhp_guest4,########,cnhp_guest4,-106.026,39.03705
227,42f7d21d-c0ba-41da-8cc9-2041852c890f,########,20240810,GPS,GPS,Within 5m,WGS84,39.02677,-106.099,10572,feet,21210,21210,Pike and San Isabel National Forests,Willow Creek,USFS,"From Fairplay, take highway 285 S to FS 431. Travel W on road for about 7.25 miles to open meadow with dispersed campsites, after intersection with FS 431.D. Site is southwest of the road.",########,cnhp_guest4,########,cnhp_guest4,-106.099,39.02677
228,f2c2ecbf-8591-4db9-a668-0f7d135e7c46,########,20240810,GPS,GPS,Within 5m,WGS84,39.02702,-106.082,10366,feet,21210,21210,Pike and San Isabel National Forests,FS 431,USFS,"From Fairplay, take highway 285 S to FS 341. Head west on FS 431 for 6 miles. Site is on N of road, across from dispersed campsite.",########,cnhp_guest4,########,cnhp_guest4,-106.082,39.02702
229,38de5e24-f3ec-4b34-8835-7dd665681884,########,20240810,GPS,GPS,Within 5m,WGS84,38.94601,-106.047,9574,feet,21211,21211,Pike and San Isabel National Forests,Salt Creek,USFS,"From Fairplay, take highway 285 S to Salt Creek Rd. Travel 5.6 miles W to fork with FS 461.A. Site is N of both roads.",########,cnhp_guest4,########,cnhp_guest4,-106.047,38.94601
230,e55951fb-5988-4990-8068-5233804a5065,########,20240811,GPS,GPS,Within 5m,WGS84,38.90612,-105.976,9472,feet,21202,21202,Pike and San Isabel National Forests,Trout Creek Pass,USFS,"From Antero Junction, take highway 285 S to FS 329. Head southwest on road for .45 miles. Site is W of road.",########,cnhp_guest4,########,cnhp_guest4,-105.976,38.90612
231,6abb74ea-0425-48f0-b9db-c68f86298873,########,20240813,GPS,GPS,Within 5m,WGS84,39.84013,-105.509,9081,feet,21007,21007,Arapaho and Roosevelt National Forests,Pickle Gulch ,USFS,"From CO46/Golden Gate Canyon Rd., turn left onto CO119, passing the Cold Springs campground. 0.9 miles past the campground, find a pulloff parking area. Look for a no shooting sign. Follow the small trail up the embankment and it opens up to pine forest on one side and aspen groves and meadows on the other. ",########,cnhp_guest7,########,cnhp_guest7,-105.509,39.84013
232,b89b1259-7e56-45e4-aa41-87eb162f9506,########,20240725,GPS,GPS,Within 5m,WGS84,40.68605,-104.363,4869,feet,21006,21006,Arapaho and Roosevelt National Forests,Seven Cross Windmill,USFS,"From Briggsdale, take highway 14 west then 77 N then 96 W. Turn north onto the road to Seven Cross Windmill. Park by windmill. Starts 50ft from rd and continues along depression.",########,cnhp_guest4,########,cnhp_guest4,-104.363,40.68605
233,009e43ef-5810-4722-9cad-523a94e1d995,########,20240726,GPS,GPS,Within 5m,WGS84,40.80723,-104.012,5406,feet,21006,21006,Arapaho and Roosevelt National Forests,Pawnee Buttes ,USFS,"From Keota, travel north on highway 105. Head west on highway 104. Then head north on highway 111. Then turn NE onto FS 685. Stop at dispersed campsite about 1800ft down rd. ",########,cnhp_guest4,########,cnhp_guest4,-104.012,40.80723
234,064a5abd-2c0f-444a-9907-be63be5faa00,########,20240726,GPS,GPS,Within 5m,WGS84,40.71192,-104.428,4983,feet,21006,21006,Arapaho and Roosevelt National Forests,FR 100,USFS,"From Ault take hwy 14 E to FR 77. Turn N and then take a left/W turn onto FR 96. Turn N onto FR 69, then W on FR 100 (admin road only). Site is approx. 5,000 ft down road.",########,cnhp_guest4,########,cnhp_guest4,-104.428,40.71192
235,9b1ce680-9319-443f-b296-76b8ebe7b6e0,########,20240729,GPS,GPS,Within 10m,WGS84,40.70212,-105.314,5860,feet,21005,21005,Arapaho and Roosevelt National Forests,Hewlett gultch trail,USFS,From Laporte take hwy 287 N to hwy 14 W. tracel approx. 7.5 mi to Hewlett gulch TH. hike approx .8 mi to site. On W slope.,########,cnhp_guest4,########,cnhp_guest4,-105.314,40.70212
236,697cbd44-5689-4e7c-9ca9-a86594630ba0,########,20240807,GPS,GPS,Within 5m,WGS84,39.37956,-105.102,7500,feet,21211,21211,Pike and San Isabel National Forests,Indian Creek CG,USFS,"From Sedalia, travel to Indian Creek CG. Collection potential all around the area. Camp at CG or dispersed camping at Rampart Range Rd. ",########,cnhp_guest4,########,cnhp_guest4,-105.102,39.37956
237,c50624d8-b8d2-4580-bdfb-6b7c82d6d3cb,########,20240808,GPS,GPS,Within 5m,WGS84,39.04571,-105.083,7400,feet,21209,21209,Pike and San Isabel National Forests,FR 342,USFS,"Off of 67 north out of Woodland park, turn west onto FR342, parking is immediately on the left. Collection site is on north side of road.",########,cnhp_guest4,########,cnhp_guest4,-105.083,39.04571
238,7a45f50b-2562-4cb7-8bd0-e76bd782a26d,########,20240808,GPS,GPS,Within 5m,WGS84,39.05686,-105.089,8000,feet,21209,21209,Pike and San Isabel National Forests,FR 339,USFS,"From Woodland Park, go north on 67, turn west on FR339. ",########,cnhp_guest4,########,cnhp_guest4,-105.089,39.05686
239,ff9c9d6b-e399-4067-a549-47d41163c644,########,20240815,GPS,GPS,Within 5m,WGS84,39.06827,-105.412,8000,feet,21209,21209,Pike and San Isabel National Forests,FR 267,USFS,"North on CR 77 from 24 W Lake George, turn west at FR 267",########,cnhp_guest4,########,cnhp_guest4,-105.412,39.06827
240,5ab5b08c-ba12-453d-a59e-6285f661cb85,########,20240815,GPS,GPS,Within 5m,WGS84,39.13344,-105.464,8500,feet,21209,21209,Pike and San Isabel National Forests,FR206,USFS,"From CR77/tarryall Rd, navigate to spruce grove CG. FR206 is just south of there on the west side of CR77. ",########,cnhp_guest4,########,cnhp_guest4,-105.464,39.13344
241,395274c8-25f8-4c22-83a3-c77514b474f6,########,20240815,GPS,GPS,Within 5m,WGS84,39.32776,-106.13,12000,feet,21210,21210,Pike and San Isabel National Forests,Kite lake,USFS,Alma,########,cnhp_guest4,########,cnhp_guest4,-106.13,39.32776
242,015785b6-4af7-45d8-9c8c-ba0137f5f63f,########,20240815,GPS,GPS,Within 5m,WGS84,39.14644,-105.482,8500,feet,21209,21209,Pike and San Isabel National Forests,FR214,USFS,"From CR77/Tarryall Rd, FR 214 is on west side, across from S Tarryall Peak, north of spruce grove CG",########,cnhp_guest4,########,cnhp_guest4,-105.482,39.14644
243,0d7658e1-c6af-4b92-b154-2cae4a3a51e6,########,20240629,GPS,GPS,Within 5m,WGS84,43.65727,-103.016,2968,feet,20705,20705,Nebraska National Forest,60,USFS,"Rolling prairie hills south and southeast of Fairburn Campground, across E. French Creek road. Mesic hill foots and valleys, no-aspect to north-facing, 0-20° slope, sand to sandy-loam soil.",########,cnhp_guest7,########,cnhp_guest7,-103.016,43.65727
244,41e14eea-ad5d-4f89-b57d-236b3e9411dd,########,20240820,GPS,GPS,Within 5m,WGS84,40.73161,-105.601,8499,feet,21005,21005,Arapaho and Roosevelt National Forests,Swamp Creek,USFS,From Red Feather Lakes take 74 e west. Turn S onto CR69 and drive until FR171. Turn W onto 171 and continue for about 600ft. Park on south side of road ans site is north of road about 450ft.,########,cnhp_guest4,########,cnhp_guest4,-105.601,40.73161
245,b0f59037-ce54-4b18-82b4-3e5c78c9b374,########,20240821,GPS,GPS,Within 5m,WGS84,40.74257,-105.647,9212,feet,21005,21005,Arapaho and Roosevelt National Forests,South Fork Elkhorn Creek,USFS,"From Gooddell Corner, take FS171.A west to 171.B. Turn N onto 171.G. site is N of road after 0.16 miles.",########,cnhp_guest4,########,cnhp_guest4,-105.647,40.74257
246,9a62d2c9-b617-42ac-b635-a7ede2c82d6d,########,20240821,GPS,GPS,Within 5m,WGS84,40.76237,-105.645,9082,feet,21005,21005,Arapaho and Roosevelt National Forests,Bellaire Lake Campground,USFS,"From Goodell Corner, take CR 69 north to FS517. Travel W for about 2 miles. Site is south of road.",########,cnhp_guest4,########,cnhp_guest4,-105.645,40.76237
247,86ae2922-1b2e-49e6-b4af-05615a799707,########,20240821,GPS,GPS,Within 5m,WGS84,40.76234,-105.652,9255,feet,21005,21005,Arapaho and Roosevelt National Forests,Bellaire Lake Campground,USFS,"From Bellaire Lake Campground, head S on CR69, then W on FS517. Cntinue for about 2.5 miles. Site is to the north of road 50 ft.",########,cnhp_guest4,########,cnhp_guest4,-105.652,40.76234
248,c46fe1ce-8baa-41c9-b572-749714065630,########,20240821,GPS,GPS,Within 5m,WGS84,40.75979,-105.666,9471,feet,21005,21005,Arapaho and Roosevelt National Forests,Elkhorn Creek,USFS,"From Gooddell Corner, take CR 69 to FS 517. Travel west for 3.25 miles. Site is on either side of the road.",########,cnhp_guest4,########,cnhp_guest4,-105.666,40.75979
249,02b7b25c-8786-41c5-a298-e370a55951a6,########,20240821,GPS,GPS,Within 5m,WGS84,40.80982,-105.676,9470,feet,21005,21005,Arapaho and Roosevelt National Forests,Deadman Road,USFS,"From Red Feather Lakes, take Deadman Rd west. Park at fork with FS300. Site is SW of fork.",########,cnhp_guest4,########,cnhp_guest4,-105.676,40.80982
250,685dc1d1-a395-4172-8dea-f12e27fba1a1,########,20240822,GPS,GPS,Within 5m,WGS84,40.637,-105.525,8121,feet,21005,21005,Arapaho and Roosevelt National Forests,Quigley Mountain,USFS,"From Pennock Pass, take CR44H W and turn N on CR 63E. At Jacks Gulch CG, head W on FS 152 and park on other side of cattle guard. Site is 200 ft south of road.",########,cnhp_guest4,########,cnhp_guest4,-105.525,40.637
251,ec1e5f85-0501-4885-a1ce-4aea502113ee,########,20240825,GPS,GPS,Within 5m,WGS84,40.31352,-106.068,8834,feet,21008,21008,Arapaho and Roosevelt National Forests,Gilsonite guard station,USFS,"From Granb6, head NW on co hwy 125. Look for 2 track road to the west less than a mile after the intersection of 125 and CR4. Site is in the open meadow above th wetland, south of the 2 track.",########,cnhp_guest4,########,cnhp_guest4,-106.068,40.31352
252,304b56eb-33b0-4d7d-8f8b-221a18b6fcf8,########,20240825,GPS,GPS,Within 5m,WGS84,40.28134,-106.085,8658,feet,21008,21008,Arapaho and Roosevelt National Forests,Trail Creek CG,USFS,"Frkm Grqnby head N on hwy 125. Turn W onto FS106. Park at end of road, site js 100 ft south",########,cnhp_guest4,########,cnhp_guest4,-106.085,40.28134
253,b8fd301f-0aad-48c0-8f18-5b8901b80bd5,########,20240825,GPS,GPS,Within 5m,WGS84,40.27891,-106.086,8658,feet,21008,21008,Arapaho and Roosevelt National Forests,Trail Creek CG,USFS,"From Granby, go NW on CO hwy 125 for 13 miles. Site on west side of road, 1000 ft before picnic campground.",########,cnhp_guest4,########,cnhp_guest4,-106.086,40.27891
254,63a557a8-6622-4bf9-aa1b-2627a4fd8f43,########,20240823,GPS,GPS,Within 5m,WGS84,40.73394,-105.633,9012,feet,21005,21005,Arapaho and Roosevelt National Forests,FS171,USFS,"From Red Feather Lakes, head south on cr69.Continue onto FS 171.then 171.B, then back on 171. Stop just w of 171.f. Site is south of rd.",########,cnhp_guest4,########,cnhp_guest4,-105.633,40.73394
255,4dce6731-8f05-497d-a6bc-7250a2caa1ea,########,20240825,GPS,GPS,Within 5m,WGS84,40.16332,-105.907,8584,feet,21008,21008,Arapaho and Roosevelt National Forests,Tabletop Mountain,USFS,From Granby go W onto CR 4064 FROM HIGHWAY 34. Take first left onto two track that joins a larger 2 track very shortly. Turn west onto that road and travel about half a mile. Site is west of road.,########,cnhp_guest4,########,cnhp_guest4,-105.907,40.16332
256,2378f6a1-6f17-4408-84cb-510c7a02eb6f,########,20240822,GPS,GPS,Within 5m,WGS84,40.73723,-105.617,8926,feet,21005,21005,Arapaho and Roosevelt National Forests,Prohibition Mountain,USFS,"From Red Feather Lakes, head W on CR74E. Turn E on CR68C. Continue on cr69, then Fs171A. Travel for about 1 mile. Site is north of rd.",########,cnhp_guest4,########,cnhp_guest4,-105.617,40.73723
257,1f1cc157-9f47-4360-9c90-e373aee69afc,########,20240825,GPS,GPS,Within 5m,WGS84,40.22703,-105.931,8728,feet,21008,21008,Arapaho and Roosevelt National Forests,Apiatan Mountain,USFS,"From Granby, take hwy 34 to CR4. Continue until FS123.
Head west on FS123 for 2.25 miles. Site is north of road.",########,cnhp_guest4,########,cnhp_guest4,-105.931,40.22703
258,f28cb1d2-8fd2-4a26-8d75-244411e74c71,########,20240825,GPS,GPS,Within 5m,WGS84,40.28681,-105.972,10398,feet,21008,21008,Arapaho and Roosevelt National Forests,Gravel Mtn,USFS,"From Granby, head N on hwy 125. Turn E onto FS123. Continue for about 9.5 miles. Site is N of road. ",########,cnhp_guest4,########,cnhp_guest4,-105.972,40.28681
259,5f265ae6-5eb6-446d-80fd-9455622ccf35,########,20240821,GPS,GPS,Within 5m,WGS84,44.24745,-106.916,7981,feet,20201,20201,Bighorn National Forest,Elgin Park,USFS,FSR 22 left hand side of road where FSR 634 is,########,ac15_CSUesri,########,ac15_CSUesri,-106.916,44.24745
260,93210c2d-adae-4310-9c62-d162ed4e5478,########,20240821,GPS,GPS,Within 5m,WGS84,44.25259,-106.92,8010,feet,20201,20201,Bighorn National Forest,Elgin,USFS,From Buffalo take hwy 16 W and turn E onto FR22/ Elgin rd. Take for approx. 1.3 mi and park at wet meadow clearing. ,########,ac15_CSUesri,########,ac15_CSUesri,-106.92,44.25259
261,89e7001a-964d-4ccc-8181-2f8f5fbf74a2,########,20240822,GPS,GPS,Within 10m,WGS84,44.76233,-107.756,9227,feet,20203,20203,Bighorn National Forest,FR 10,USFS,From Sheridan take hwy 90 N and turn NW onto hwy 345 and W onto hwy 16. Take until FR 10 and park at start of road. Population is across highway on E slope.,########,ac15_CSUesri,########,ac15_CSUesri,-107.756,44.76233
262,4415a1fc-928d-4f3a-a6ae-4b2b9d5ac3c8,########,20240822,GPS,GPS,Within 10m,WGS84,44.7799,-107.536,7790,feet,20206,20206,Bighorn National Forest,North Tongue campground,USFS,"From Sheridan take hwy 90 N and turn NW onto hwy 345 and W onto hwy 16. Turn N onto FR 15/ Burgess. Take until North Tongue campground, park at end of SW loop.",########,ac15_CSUesri,########,ac15_CSUesri,-107.536,44.7799
263,dd30a116-d72b-47db-a86f-73eaa13d128b,########,20240823,GPS,GPS,Within 5m,WGS84,44.19208,-107.211,8616,feet,20201,20201,Bighorn National Forest,Sitting Bull park,USFS,From Buffalo take hwy 16 W and turn N onto rd 432/sitting bull. Turn NE onto FR 431 and park at intersection with Fr 923. Site is on SW-facing hillside after crossing creek and gate.,########,ac15_CSUesri,########,ac15_CSUesri,-107.211,44.19208
264,5ca7bf08-89a1-4d56-b5bf-14721fc4f0d3,########,20240824,GPS,GPS,Within 5m,WGS84,44.68909,-107.494,8616,feet,20206,20206,Bighorn National Forest,Hwy 14,USFS,From Graybull take hwy 14 E approx. 32 mi and park on shoulder.,########,ac15_CSUesri,########,ac15_CSUesri,-107.494,44.68909
265,8b821190-0d9c-4142-af18-fc7513a281f0,########,20240820,GPS,GPS,Within 25m,WGS84,44.17624,-106.887,6933,feet,20201,20201,Bighorn National Forest,Crazy woman canyon,USFS,From Buffalo take old hwy 196 S to Crazy woman canyon rd. Turn W and continue onto FR 33. Travel approx. 2.5 mi and park at pullout.,########,cnhp_guest4,########,cnhp_guest4,-106.887,44.17624
266,17dab4c2-d1fc-4982-b2ec-28573c6a416d,########,20240820,GPS,GPS,Within 10m,WGS84,44.17406,-106.89,7030,feet,20201,20201,Bighorn National Forest,Crazy woman canyon,USFS,From Buffalo take old hwy 196 S to Crazy woman canyon rd. Turn W and continue onto FR 33. Travel approx. 2.6 mi and park at pullout after bridge.,########,cnhp_guest4,########,cnhp_guest4,-106.89,44.17406
267,9dee9174-6689-41aa-879c-f28aaff97425,########,20240820,GPS,GPS,Within 10m,WGS84,44.167,-106.907,7648,feet,20201,20201,Bighorn National Forest,Crazy Woman Canyon Rd,USFS,From Buffalo take old hwy 196 S to Crazy woman canyon rd. Turn W and continue onto FR 33. Travel approx. 3.8mi and park at pullout at bottom of hill. Site is on N hillslope.,########,cnhp_guest4,########,cnhp_guest4,-106.907,44.167
268,946ee70b-107a-4ef6-98b0-61851acf4d80,########,20240820,GPS,GPS,Within 10m,WGS84,44.22658,-107.234,8649,feet,20201,20201,Bighorn National Forest,Island Park CG,USFS,"From Buffalo, take hwy 16 west. Turn west on Fr 27/W Tensleep. Park at site 14. Site is in wet meadow.",########,cnhp_guest4,########,cnhp_guest4,-107.234,44.22658
269,7b9d3b74-a8ee-4c05-b030-545b49170507,########,20240821,GPS,GPS,Within 5m,WGS84,44.28272,-106.99,8088,feet,20201,20201,Bighorn National Forest,Circle Park CG,USFS,Take hwy 16 west from Buffalo. Turn on CR 20 W. Site is at Circle Park CG on the S side of road in the open meadow across from the pit toilet.,########,cnhp_guest4,########,cnhp_guest4,-106.99,44.28272
270,26858744-f217-4a88-a8bb-fec54554b707,########,20240821,GPS,GPS,Within 5m,WGS84,44.28671,-106.971,7905,feet,20201,20201,Bighorn National Forest,CR 20,USFS,Take hwy 16 west from Buffalo. Turn on CR 20 W. Site is about 1 mile down rd on the south side/grassy slope.,########,cnhp_guest4,########,cnhp_guest4,-106.971,44.28671
271,f748924d-0cd5-44d6-a8e7-b1a8f5dd1b0d,########,20240821,GPS,GPS,Within 10m,WGS84,44.17918,-106.883,6737,feet,20201,20201,Bighorn National Forest,Crazy woman canyon rd. ,USFS,From Buffalo take hwy 16 W and turn E onto Fr33\Crazy woman canyon rd. Take for approx. 2mi and park 9n pullout. Site is on N hillslope,########,cnhp_guest4,########,cnhp_guest4,-106.883,44.17918
272,9f72ae77-f81b-43f2-bf49-05a5c77d375a,########,20240821,GPS,GPS,Within 5m,WGS84,44.1664,-106.92,7736,feet,20201,20201,Bighorn National Forest,Fr 470,USFS,"FroM Buffalo take hwy 16 W and turn W onto FR 470. Take until end, plants are on N side of path beyond fence.",########,cnhp_guest4,########,cnhp_guest4,-106.92,44.1664
