ObjectID,GlobalID,Target Species,Other Species,Comments,Approximate Area of Population,Evidence of Disturbance/Damage,If Other Factor Please Specify,Approximate Number of Individual Plants Present and Accessible,Percent of Population in Vegetative Growth,Percent of Population Flowering,Percent of Population with Developing Seed,Percent of Population with Mature Seed,Percent of Population Post Seed-Dispersal,Select the Most Frequently Occurring Seed Type,Other Damage:,Estimated Number of Healthy Seeds per Fruit,Estimated Number of Fruits per Stem,Estimated Number of Stems per Individual Plant,Viability Calculation Result,Estimate the Number of Individual Plants at Natural Dispersal Stage,Are You Collecting Seeds on This Trip?,Primary Key,General Notes,ParentGlobalID,CreationDate,Creator,EditDate,Editor
603,7fb2e2e2-a674-404f-a52e-eb21beb0987e,ERSP4,,,2,Insect_damage,,200,0,20,30,40,10,Healthy,,1,600,3,72000,>50,no,20240905_38.94030631-106.98184531,,5a517c38-1e67-4e37-8698-5ca7757c2d92,########,cnhp_guest4,########,cnhp_guest4
604,1a8de6b9-1d2d-46a4-af2a-19708cdfcf32,ACNE9,,,2,Trampled,,450,0,0,0,40,60,Healthy,,1,40,4,14400,>50,no,20240907_38.87483687-106.90897951,,2c7a0c92-8f54-4930-963a-aede889ca49e,########,cnhp_guest4,########,cnhp_guest4
605,c7e2ef7c-8580-4242-bf6a-5ef89c81efa2,None,,CHAN9 were grazed and trampled,0,"Grazed_Domestic,Trampled",,0,0,0,0,0,0,Empty,,0,0,0,0,<50,no,20240907_38.87483687-106.90897951,,2c7a0c92-8f54-4930-963a-aede889ca49e,########,cnhp_guest4,########,cnhp_guest4
606,fdd5fb6e-d7c8-4bbf-b19e-13b71b5886f5,ERSP4,,,20,"Grazed_Domestic,Trampled",,400,0,30,30,30,10,Healthy,,1,600,3,144000,>50,yes,20240907_38.86513777-106.91281108,,5918238c-10e9-4fdc-80a9-a736942b593d,########,cnhp_guest4,########,cnhp_guest4
607,88fdfc44-ff59-41d0-bb6d-0662b5f65450,HEMU3,,,20,"Grazed_Domestic,Trampled",,300,0,20,20,50,10,Healthy,,1,60,12,43200,>50,no,20240907_38.86513777-106.91281108,,5918238c-10e9-4fdc-80a9-a736942b593d,########,cnhp_guest4,########,cnhp_guest4
608,0ca20ec7-8e5e-4f10-888c-0285c1122648,ERUM,,,20,"Trampled,Grazed_Domestic",,700,0,10,10,40,40,Healthy,,1,40,10,56000,>50,yes,20240907_38.86513777-106.91281108,,5918238c-10e9-4fdc-80a9-a736942b593d,########,cnhp_guest4,########,cnhp_guest4
609,94cc0185-ec3e-419b-81ad-9cdd3ab6a5d4,PEST2,,,10,Trampled,,70,0,0,20,50,30,Healthy,,7,0,0,0,>50,yes,20240907_38.86513777-106.91281108,,5918238c-10e9-4fdc-80a9-a736942b593d,########,cnhp_guest4,########,cnhp_guest4
610,06de5ff6-df58-4c9e-a6a6-b5daef86c617,ERUM,,,3,No_Damage,,250,0,5,10,30,55,Healthy,,1,48,5,12000,>50,yes,20240908_38.82840348-106.83305584,,7736e9ea-017e-47f9-9bfc-1cbc48e9ffb2,########,cnhp_guest4,########,cnhp_guest4
611,2f8bad78-6c56-4b38-9401-5c53809306f4,Other,Muhlenbergia montana,,3,Other,Fungal smut,1500,0,15,40,45,5,Healthy,,0,90,100,2700000,>50,yes,20240908_38.82840348-106.83305584,,7736e9ea-017e-47f9-9bfc-1cbc48e9ffb2,########,cnhp_guest4,########,cnhp_guest4
612,1b67691c-33b9-48bb-8ac9-d3ebb0ed6aec,BOGR2,,,3,No_Damage,,250,0,10,10,70,10,Healthy,,1,54,40,108000,>50,yes,20240908_38.82840348-106.83305584,,7736e9ea-017e-47f9-9bfc-1cbc48e9ffb2,########,cnhp_guest4,########,cnhp_guest4
613,4f71414a-e93f-4391-9ef0-9a0e329afd15,HEVI4,,,3,No_Damage,,250,0,30,10,30,30,Healthy,,1,37,21,38850,>50,yes,20240908_38.82840348-106.83305584,,7736e9ea-017e-47f9-9bfc-1cbc48e9ffb2,########,cnhp_guest4,########,cnhp_guest4
614,938d1b2e-2737-4930-918b-f1b7c34f26f1,BOGR2,,,4,No_Damage,,1000,0,50,30,20,0,Healthy,,60,2,12,288000,<50,no,20240826_39.06244739-105.10090971,,a013892e-7941-446d-9d34-7defef40f286,########,cnhp_guest4,########,cnhp_guest4
615,5763d45f-95c9-463a-846b-1d019c1b0d9b,ERSP4,,,4,No_Damage,,200,0,60,20,20,0,Healthy,,1,100,6,24000,<50,no,20240826_39.04399156-105.08176278,,156b3366-3f60-4900-8159-73bfb7031b86,########,cnhp_guest4,########,cnhp_guest4
616,0dfc8309-943f-411b-8cc3-8b6de4653576,Other,Muhlenbergia montana,,4100,"Grazed_Domestic,No_Damage",,10000,0,0,0,90,10,Healthy,,1,100,30,6000000,>50,yes,20240918_39.05672075-105.08941089,,ba88d4c9-0791-4932-b796-1cbc0e24f754,########,cnhp_guest4,########,cnhp_guest4
617,78a8a1cf-7587-45d9-b17f-3c77a7eed4af,BOGR2,,,6,No_Damage,,1000,0,0,0,80,20,Healthy,,1,54,10,108000,>50,yes,20240918_39.05837985-105.09722199,,d24e9d4c-5b89-43c4-87ac-8aa2b8b6b82f,########,cnhp_guest4,########,cnhp_guest4
618,6707bd30-7035-44b5-9c49-4b94a5f1410c,Other,Arnica molla,,1,No_Damage,,1000,0,10,10,75,5,Healthy,,80,1,1,16000,>50,yes,20240907_39.65039373-105.87588934,,1604bdc6-f8bb-4d61-9b26-821832fd44be,########,cnhp_guest4,########,cnhp_guest4
619,6566e957-56e8-4c10-8a39-d4430d6b2c66,ERSP4,,,3,"No_Damage,Grazed_Domestic",,1000,0,5,5,70,10,Healthy,,200,1,2,80000,>50,yes,20240918_39.04358894-105.08150702,,a20b9d13-8521-42fd-bbd1-384e5efd1794,########,cnhp_guest4,########,cnhp_guest4
620,4498c6cc-a376-40ba-bfaf-fc2e7532b22c,Other,Geum rossii,,5,No_Damage,,1000,0,0,0,25,75,Healthy,,1,10,5,10000,>50,yes,20240918_41.33274535-106.28706271,,6c00988a-7dc6-48be-920e-d824b9846f06,########,cnhp_guest4,########,cnhp_guest4
621,00a3c29b-9959-4cfe-bfc1-ed57fad86d2f,ELGL,,,1,Insect_damage,,500,0,0,0,50,50,Healthy,,3,12,7,25200,>50,yes,20240921_41.34358403-106.36367868,,4d6e39bc-0697-4d73-9c92-4242ba3b65de,########,cnhp_guest4,########,cnhp_guest4
622,c29e63bf-d1d7-49e3-9ac3-721e71e111bc,ELGL,,,0.5,No_Damage,,500,0,0,50,50,0,Healthy,,3,12,7,25200,>50,yes,20240922_41.20363207-107.05879303,,d374870c-68f9-4039-b20b-63807ab2a7fc,########,cnhp_guest4,########,cnhp_guest4
623,32f648da-c6af-41d4-a98d-21b0cf73ed46,DECE,,,1,No_Damage,,300,0,0,50,50,0,Healthy,,2,30,3,10800,>50,yes,20240922_41.20363207-107.05879303,,d374870c-68f9-4039-b20b-63807ab2a7fc,########,cnhp_guest4,########,cnhp_guest4
624,8a983fbf-35e4-4695-8252-72202397521c,ACLE9,,,1,No_Damage,,500,0,0,25,50,25,Healthy,,1,30,5,15000,>50,yes,20240922_41.20363207-107.05879303,,d374870c-68f9-4039-b20b-63807ab2a7fc,########,cnhp_guest4,########,cnhp_guest4
625,72868ca0-9557-47c9-a521-91a4f58be5de,ELTR7,,,2,Grazed_Domestic,,200,0,0,0,0,100,Malformed/Other,Shattered,4,11,0,0,<50,no,20240923_41.36846016-106.15487212,,75e788a6-e509-4b14-98a9-a86f0a622a5b,########,cnhp_guest4,########,cnhp_guest4
626,394545bc-a056-4330-bedb-9693735d07bd,DECE,,,2,Grazed_Domestic,,300,0,0,0,20,80,Healthy,,2,30,0,0,<50,no,20240923_41.36846016-106.15487212,,75e788a6-e509-4b14-98a9-a86f0a622a5b,########,cnhp_guest4,########,cnhp_guest4
627,07e43696-da96-4f9f-a3e3-07de16161d6c,PEST2,,,2,Grazed_Wildlife,,100,0,0,30,30,40,Empty,,7,0,3,0,>50,no,20240918_37.36199115-107.88290939,Plants mostly eaten. ,05c24a9c-d444-4ef2-adf2-c1e789a59e4a,########,cnhp_guest4,########,cnhp_guest4
628,62a9fdc8-bb07-48b0-8e6a-07eef4ffb08a,HEVI4,,,2,No_Damage,,50,0,40,30,20,10,Healthy,,1,37,21,7770,>50,no,20240918_37.33279903-107.90494927,,5ed5b565-420b-4d3f-9a50-1b73c9081a52,########,cnhp_guest4,########,cnhp_guest4
629,9c59cb5b-1567-4dd9-b5a6-d818f4f234db,BOGR2,,,3,No_Damage,,1250,0,10,40,50,0,Healthy,,1,54,5,40500,>50,no,20240918_37.33279903-107.90494927,,5ed5b565-420b-4d3f-9a50-1b73c9081a52,########,cnhp_guest4,########,cnhp_guest4
630,cf2161a9-68a8-4aad-ac7c-cab1f4d8b651,Other,Aquilegia coerulea,,4,Grazed_Wildlife,,300,0,0,0,0,100,Empty,,0,0,0,0,>50,no,20240918_37.7018296-107.77666742,All seed pods eaten,6bb9c992-ff68-46b5-83d5-1319eb7f8622,########,cnhp_guest4,########,cnhp_guest4
631,aef2c66a-1ca5-4d46-b169-20a73a36cca2,Other,Penstemon whippleanus,,5,No_Damage,,500,0,0,10,60,30,Healthy,,50,12,3,0,>50,yes,20240918_37.7018296-107.77666742,,6bb9c992-ff68-46b5-83d5-1319eb7f8622,########,cnhp_guest4,########,cnhp_guest4
632,6654eda9-e4f2-442d-be17-d1a0bf2b42da,HEVI4,,,2,No_Damage,,200,0,20,30,40,10,Healthy,,1,37,21,31080,>50,yes,20240918_37.7018296-107.77666742,,6bb9c992-ff68-46b5-83d5-1319eb7f8622,########,cnhp_guest4,########,cnhp_guest4
633,d98dc2f0-89ab-41ca-8a95-7d7fb5241313,ACLE9,,,3,No_Damage,,50,0,0,20,60,20,Healthy,,1,45,4,0,>50,yes,20240918_37.7018296-107.77666742,,6bb9c992-ff68-46b5-83d5-1319eb7f8622,########,cnhp_guest4,########,cnhp_guest4
634,a8857b85-b7fa-4a9e-b374-1c64349cd86d,Other,Bromus ciliatus,,5,No_Damage,,1000,0,10,10,40,40,Healthy,,9,14,2,75600,>50,yes,20240918_37.7018296-107.77666742,,6bb9c992-ff68-46b5-83d5-1319eb7f8622,########,cnhp_guest4,########,cnhp_guest4
635,79a94af6-662e-4402-baab-af979168d285,HEMU3,,,4,No_Damage,,400,0,20,40,20,10,Healthy,,1,60,12,0,>50,yes,20240918_37.7018296-107.77666742,,6bb9c992-ff68-46b5-83d5-1319eb7f8622,########,cnhp_guest4,########,cnhp_guest4
636,487ce7be-801f-4fde-b7df-269740777b45,Other,Geum rossii,,10,No_Damage,,3500,0,0,0,5,95,Empty,,0,0,0,0,<50,no,20240919_37.45583141-108.08278916,,f9816f7c-f68a-49cb-aa0b-918cdd9ed5fb,########,cnhp_guest4,########,cnhp_guest4
637,1f9536f4-71cd-4672-913f-443106fb70eb,Other,Poa alpina,,5,No_Damage,,500,0,0,0,20,80,Empty,,0,0,0,0,<50,no,20240919_37.45583141-108.08278916,"Visit 2 to 3 weeks earlier, same for GERO2",f9816f7c-f68a-49cb-aa0b-918cdd9ed5fb,########,cnhp_guest4,########,cnhp_guest4
638,026d5e46-823e-40fc-a18b-03410b6edc79,Other,Trisetum spicatum,,15,No_Damage,,1500,0,0,0,50,50,Healthy,,2,50,4,120000,>50,yes,20240919_37.45583141-108.08278916,,f9816f7c-f68a-49cb-aa0b-918cdd9ed5fb,########,cnhp_guest4,########,cnhp_guest4
639,80c27213-6bb7-4638-9a33-dc2b7962d156,Other,Bromus ciliatus,,15,No_Damage,,1000,0,0,0,60,40,Healthy,,1,9,4,,>50,yes,20240919_37.45583141-108.08278916,,f9816f7c-f68a-49cb-aa0b-918cdd9ed5fb,########,cnhp_guest4,########,cnhp_guest4
640,6f765d41-ccd6-4cd0-9fb2-85706c8997ab,Other,Penstemon whippleanus,,17,No_Damage,,1500,0,0,0,80,20,Healthy,,45,8,2,216000,>50,yes,20240919_37.45583141-108.08278916,,f9816f7c-f68a-49cb-aa0b-918cdd9ed5fb,########,cnhp_guest4,########,cnhp_guest4
641,9f8d54f6-c130-4e57-9ba9-97a2aca64a4a,CHAN9,,,5,Burnt,,2000,0,10,50,40,0,Healthy,,200,24,1,1920000,>50,yes,20240917_41.23474495-106.37152474,,129ae684-0d59-4e46-bd11-4e6139e0654b,########,cnhp_guest4,########,cnhp_guest4
642,ffcd10a8-629f-4629-8150-e9c96dc48970,Other,Carex ebenea,,2,No_Damage,,300,0,0,0,100,0,Healthy,,1,25,3,4500,>50,yes,20240918_41.31538523-106.28662731,,e2a763bb-b077-4a47-9489-eb241fe11f17,########,cnhp_guest4,########,cnhp_guest4
643,2cf9db82-d725-4236-86fe-e8be6f719682,ELGL,,,0.5,No_Damage,,100,0,0,0,80,20,Healthy,,3,12,3,2160,>50,no,20240919_41.46995115-106.5416871,,dbb9e899-cff0-41a8-8669-2d103d56a010,########,cnhp_guest4,########,cnhp_guest4
644,2a5b8292-28e0-4a28-a587-7ba20bb7f6cf,CHAN9,,,5,Burnt,,3000,0,5,40,55,0,Healthy,,200,24,2,5760000,>50,yes,20240919_41.23468909-106.36109435,,7c4c3448-6d70-42c0-af8d-f28d22979b81,########,cnhp_guest4,########,cnhp_guest4
645,1d8bcdf2-9d85-4e74-aaf9-bc25275aa343,ERUM,,,2,No_Damage,,500,0,0,0,10,90,Healthy,,0,0,0,0,<50,no,20240920_41.13093777-106.85494137,,b376dab8-2bab-485d-a933-0843effd87ab,########,cnhp_guest4,########,cnhp_guest4
646,ec071952-501a-43da-93dd-a20de0011b88,PSSP6,,,2,No_Damage,,350,0,0,0,1,99,Healthy,,5,8,0,0,<50,no,20240920_41.13093777-106.85494137,,b376dab8-2bab-485d-a933-0843effd87ab,########,cnhp_guest4,########,cnhp_guest4
647,336bac4e-ca5a-4324-8f22-98f7e1d54529,ELGL,,,2,No_Damage,,600,0,0,0,85,15,Healthy,,3,12,5,7200,>50,yes,20240920_41.11446487-106.86765788,,cedc9ea8-0820-43d3-af81-a5902f80996b,########,cnhp_guest4,########,cnhp_guest4
648,dd909203-14d2-437f-a597-3bacd5d2598a,Other,Bromus ciliatus,,1,No_Damage,,75,0,0,0,95,5,Healthy,,1,30,3,1350,<50,no,20240920_41.11446487-106.86765788,,cedc9ea8-0820-43d3-af81-a5902f80996b,########,cnhp_guest4,########,cnhp_guest4
649,4350e0c1-1150-4ecd-b3ff-a8bdc89b40a4,ELGL,,,3,No_Damage,,3000,0,0,5,90,5,Healthy,,1,25,3,45000,>50,no,20240920_41.11645056-106.89298258,,d9930f90-e22e-435c-9bd1-3ec48fef5f5b,########,cnhp_guest4,########,cnhp_guest4
650,a3221413-bd3e-4dce-9e52-e53c4d584f2a,ELGL,,,0.5,No_Damage,,1000,0,0,0,25,75,Healthy,,3,12,5,36000,>50,no,20240921_41.3408127-106.37864239,,bc252b8e-2364-45a0-945a-37ec5ff1dbe0,########,cnhp_guest4,########,cnhp_guest4
651,1ec170ff-9042-4856-b9f8-8e4d34b9320d,Other,Bromus marginatus,,3,"Timber_Harvest,Other",Smut,1000,0,0,0,10,90,Moldy,,0,0,0,0,>50,no,20240922_41.2866269-107.0286726,Too much smut to collect now. Most seed has shattered as well.,cbb2d5e4-c7f9-4457-a966-df4c8fd64af2,########,cnhp_guest4,########,cnhp_guest4
652,fc18c7b5-5825-46e1-b045-79f6803d7b26,BOCU,,,22,No_Damage,,800,5,5,5,75,10,Healthy,,1,30,5,28800,>50,yes,20240926_37.66143757-103.56899213,Collection will be a hike style with 3 volunteers along the canyon,c640a5cb-088b-4d0a-bd27-a06ac4fc1977,########,cnhp_guest7,########,cnhp_guest7
653,3fbc31ad-5106-4dcf-a719-921fa6469772,MOFI,,,7,No_Damage,,500,15,0,0,80,5,Healthy,,1,70,3,1120,>50,yes,20240925_39.34095128-105.28306944,Cobfirming seed fruit pet stem after collectio ,983ec093-9fef-40f8-9f78-e35fdf08c941,########,cnhp_guest7,########,cnhp_guest7
654,66e656ec-71f8-4b7e-8521-21b501f1ec3c,SPCR,,,3,No_Damage,,1000,0,0,0,10,90,Healthy,,100,100,6,12000000,>50,no,20240927_37.66525827-103.56579095,,dd9e2a26-db9b-4b03-9035-862afcdbadb3,########,cnhp_guest4,########,cnhp_guest4
655,76b912ff-96fa-40e2-b015-c62b47853589,SCSC,,,2,No_Damage,,1000,0,20,0,70,10,Healthy,,0,40,6,0,>50,no,20240927_37.66592885438625-103.56325086642175,,e23fed73-4965-4d01-8523-4d5ec7b3a4b2,########,cnhp_guest4,########,cnhp_guest4
656,1825de3a-5520-4745-b744-a440ca71d57b,PEST2,,,0.5,Other,"This is a roadside population. The soil is disturbed, but the plants are not damaged",400,5,0,10,80,0,Malformed/Other,"Mix of healthy, moldy, and potentially insect damaged",45,12,3,48600,>50,yes,20240808_44.80529707818203-107.334203892213,,1b185a3c-8eea-4f51-8bc4-e35d773a001e,########,cnhp_guest7,########,cnhp_guest7
657,25d5e2ee-5dea-4983-91ad-8f8a1d9a0bc6,MOFI,,,2,No_Damage,,30000,0,55,45,0,0,Healthy,,1,100,3,1800000,>50,no,20240813_44.850181395573266-107.40607167209247,,4bb57a1e-a2cd-4574-a1b7-153b4de522a2,########,cnhp_guest7,########,cnhp_guest7
658,cce49bcb-14d1-4cdb-b056-bf4a5f87212d,BOCU,,,0.1,No_Damage,,450,0,5,5,85,5,Healthy,,1,13,2,2340,>50,yes,20240814_44.86858038224717-107.31890334817194,,2c46c89b-02e2-4c40-99bf-0ac5358316ba,########,cnhp_guest7,########,cnhp_guest7
659,d3a6b999-b945-4e04-be81-d632ff43a7b1,RACO3,,,5.5,No_Damage,,460,0,5,10,85,0,Healthy,,1,250,14,322000,>50,yes,20240814_44.86432712900367-107.31933285659744,,a43013b7-8e2a-40a7-bafc-0db99932fceb,########,cnhp_guest7,########,cnhp_guest7
660,ca8a6399-694c-494e-8402-f93fac5c885f,FEID,,,0.25,No_Damage,,6230,5,0,0,95,15,Healthy,,1,6,17,127092,>50,yes,20240819_44.79775212441941-107.53656678756604,,ce880154-a9db-47c2-a8cb-b80507c5b9b6,########,cnhp_guest7,########,cnhp_guest7
661,8ae77d8a-9d99-4876-8961-5ec19bdb35fe,DECE,,,0.25,No_Damage,,2000,5,0,5,95,5,Healthy,,1,7,15,42000,>50,yes,20240819_44.797734313531016-107.53650994182654,,eea12e9b-be05-4921-86ff-00a48ba22af4,########,cnhp_guest7,########,cnhp_guest7
662,f6a656fb-ccd1-441d-8c7f-51e32bc9aaa8,KOMA,,,0.25,No_Damage,,3440,0,0,0,95,5,Healthy,,1,15,5,51600,>50,yes,20240819_44.79770703100362-107.53655535071178,,0ffd4e3b-8ad7-434f-a30e-5d9ae0e872d7,########,cnhp_guest7,########,cnhp_guest7
663,227462ea-2e95-45c7-8616-ed393be34629,SCSC,,,1.3,No_Damage,,1725,10,0,10,90,25,Healthy,,1,10,30,103500,>50,yes,20240820_44.868795337042094-107.31893363373612,,6ec358f4-d311-4e29-a639-d19c92c79704,########,cnhp_guest7,########,cnhp_guest7
664,87490ba8-5e76-4d73-9075-0c5726315da3,ACNE9,,,0.32,No_Damage,,1190,5,0,15,80,5,Healthy,,1,21,2,9996,>50,yes,20240820_44.75605356867714-107.55657417729391,,134c95ac-f89d-4aef-b919-0e0433f3026f,########,cnhp_guest7,########,cnhp_guest7
665,8ed2f628-1ffa-44e5-aef1-5a25bf036fff,FEID,,,0.32,No_Damage,,1180,10,0,0,80,10,Healthy,,1,6,15,21240,>50,yes,20240820_44.75602774733786-107.55658080609892,,027b8078-2f23-4ef8-893d-c1b2e3be7725,########,cnhp_guest7,########,cnhp_guest7
666,3f953429-7d08-4eb8-9411-c001cb6467b1,ERUM,,,0.75,No_Damage,,185,25,50,50,25,25,Healthy,,1,65,3,7215,>50,no,20240822_44.80240098598699-107.36559444382605,40 percent viability,e182c430-3590-4c49-92f2-ca6ac4d8323f,########,cnhp_guest7,########,cnhp_guest7
667,78a3d333-9565-436f-a607-d44408cdbf3d,ACNE9,,,0.15,No_Damage,,175,0,0,75,25,25,Healthy,,1,30,5,17500,>50,no,20240826_44.80992272264415-107.86484885545075,Cut test viabilty 85 percent,8eb8fcb0-9e76-441b-a50d-53f619a6df7b,########,cnhp_guest7,########,cnhp_guest7
668,e1a748de-7115-4eff-a262-443ecd8e4a32,ACNE9,,,1,No_Damage,,2,0,0,15,85,0,Healthy,,1,20,2,16,>50,yes,20240828_44.704436602260905-107.5024039422011,,bf3a80e3-6c02-44cf-8972-0f84165dced3,########,cnhp_guest7,########,cnhp_guest7
669,84cbb586-b3e5-4e0d-983b-52a127fb022c,DECE,,,1,No_Damage,,2,5,0,0,70,25,Healthy,,1,80,8,,>50,yes,20240828_44.704436602260905-107.5024039422011,,bf3a80e3-6c02-44cf-8972-0f84165dced3,########,cnhp_guest7,########,cnhp_guest7
670,aead15d2-877f-4ae8-b5b2-2a0e52cf5090,ELTR7,,,1.5,Trampled,,500,5,0,0,50,45,Empty,,1,4,5,2000,>50,yes,20240828_44.86007677479001-107.4835401533136,20 percent viability ,e44a760d-814c-4e90-8d74-05c137c02aa8,########,cnhp_guest7,########,cnhp_guest7
671,eaf0f6c9-a335-4e82-9f82-61330ef4f198,FEID,,,1.5,Trampled,,500,5,0,0,60,35,Healthy,,1,5,5,2500,>50,yes,20240828_44.86005735026228-107.48352362454318,,e84ecbee-755c-439b-904f-d7c0e5a0145f,########,cnhp_guest7,########,cnhp_guest7
672,f9db0a84-8804-4373-8a60-8a07467a69bd,ACNE9,,,2,No_Damage,,1200,0,0,0,80,20,Healthy,,1,15,3,10800,>50,yes,20240829_44.71610042245169-107.45788185926314,80 percent seed viability,75572b3f-358b-43af-b26d-4c60a8fef9ab,########,cnhp_guest7,########,cnhp_guest7
673,4606a12f-50e1-42a2-a7ae-9e309cd39a81,DECE,,,0.5,Trampled,,230,0,0,0,80,20,Healthy,,1,20,3,2760,>50,yes,20240829_44.71636663966307-107.45755705318119,80 percent viability,ea6f0ccb-b5e9-4515-a0b1-6ef48321e026,########,cnhp_guest7,########,cnhp_guest7
674,257ab8e5-d44a-4443-83f1-6c0f534e43e5,ACNE9,,,2,Grazed_Domestic,,500,0,0,0,25,75,Malformed/Other,Mostly shattered. Unsure of health,1,16,2,3200,>50,no,20240903_44.62837359490962-107.13730281116108,Seed has already dispersed,a63800e6-96f3-4554-a094-89a855fde43b,########,cnhp_guest7,########,cnhp_guest7
675,5c864f6f-28a9-41f9-9cf0-49bad5523cb9,ERUM,,,0.25,Grazed_Domestic,,360,25,0,5,70,0,Healthy,,1,60,2,8640,>50,yes,20240903_44.62744770324347-107.14428218813035,,08d67e54-74d5-4dda-9cd1-10e7b1972ce4,########,cnhp_guest7,########,cnhp_guest7
676,659cf908-593d-42d3-a220-be0a7d5de1fb,DECE,,,1,Trampled,,750,0,0,0,5,95,Malformed/Other,Shattered. Unsure of health,1,0,5,0,<50,no,20240903_44.60469440220214-107.19532247613948,"Mostly dispersed this late in the season. Check all along the bank in this clearing, there are a couple distinct patches. Coowwwwws. ",343f18e8-0eba-43c7-a23a-1a0a0734e967,########,cnhp_guest7,########,cnhp_guest7
677,a5ae96b0-670b-4616-a847-91bd0b0e6817,DECE,,,2.5,No_Damage,,3000,0,10,10,70,10,Healthy,,1,30,0,0,>50,yes,20240903_44.612660409902176-107.30001536531718,,524e1755-1ee0-466b-a697-4e9ab3352eaf,########,cnhp_guest7,########,cnhp_guest7
678,4c676181-9d27-402c-91af-1ec11b9c4018,ERUM,,,0.1,Other,"Roadside, gravelly soil",100,25,0,0,65,10,Healthy,,1,30,3,1800,>50,no,20240903_44.78919415973403-107.40207184696474,,77391fdf-7e9a-433a-ad18-7cb872016b88,########,cnhp_guest7,########,cnhp_guest7
679,7b2eaa51-c96c-4c90-b7ef-5e1ecdc965f1,MOFI,,,0.5,No_Damage,,350,5,0,5,90,0,Healthy,,2,30,2,8400,>50,yes,20240904_44.55562975933257-106.94247670630705,Most of the plants are directly along the trail. We will be walking about 0.5 mile,57f2db40-d165-4f49-be21-a49c5ccbf43c,########,cnhp_guest7,########,cnhp_guest7
680,dc464a41-f435-4cfb-8875-2637e7e91acc,CHAN9,,,0.25,Grazed_Domestic,,50,85,15,15,15,5,Malformed/Other,Dispersed,0,0,0,0,<50,no,20240909_44.316891695835864-106.94962871921157,Many plants in vegetative growth. In a different year this might be collectable with more flowering,88e9fb17-f8e4-4659-bbc8-07ebc57dd305,########,cnhp_guest7,########,cnhp_guest7
681,19835203-0a1e-4418-89ef-c71a1893dc64,CHAN9,,,0.1,No_Damage,,90,25,75,75,75,75,Healthy,,175,25,1,52500,>50,yes,20240909_44.31851313598121-106.94407232814265,,50f0f190-9ece-4130-95a4-26267bf7776d,########,cnhp_guest7,########,cnhp_guest7
682,9e858900-0bd2-44be-a202-bfe87bddb998,HEVI4,,,0.5,Grazed_Domestic,,200,5,5,5,75,10,Healthy,,1,15,12,7200,>50,yes,20240909_44.32106494148673-106.95663297412261,,a1855084-0ae7-4768-addc-59c3ec29c271,########,cnhp_guest7,########,cnhp_guest7
683,203fa5c6-e528-4f93-aa8e-0d8f4b53894a,CHAN9,,,0.25,No_Damage,,200,25,75,75,75,75,Healthy,,175,20,1,42000,>50,yes,20240909_44.16864622123046-106.89676702538499,,e6c8e7e7-8260-4b0c-8fb8-5f37b2d7f14e,########,cnhp_guest7,########,cnhp_guest7
684,07d62c64-9cce-4efb-943c-65290757cd17,FEID,,,3,No_Damage,,5000,5,0,5,15,75,Healthy,,1,12,8,96000,>50,no,20240910_44.758445155252595-107.71784861002057,,c5b06a46-133c-48e3-bd2c-edaf2b3482b0,########,cnhp_guest7,########,cnhp_guest7
685,d2f81867-f9f0-4fce-b2ff-e62d783640a9,KOMA,,,1,No_Damage,,500,5,0,5,60,30,Healthy,,1,8,5,4000,>50,yes,20240910_44.758533375952986-107.71795446105483,,0b68882c-e7ae-4cef-befb-8711d84c1972,########,cnhp_guest7,########,cnhp_guest7
686,f880b759-8e66-448d-b82e-ed91b848ad7e,ERUM,,,0.5,No_Damage,,350,25,0,0,70,5,Healthy,,1,15,3,3150,>50,yes,20240910_44.8581465080829-107.91189789621983,80 percent cut test viability,c77950ff-2f20-4194-8620-635802d1f44b,########,cnhp_guest7,########,cnhp_guest7
687,180527cd-da49-42d6-8159-2af415effdc1,FEID,,,0.75,No_Damage,,8000,10,0,0,65,90,Malformed/Other,Most seed has been dispersed,1,15,5,120000,>50,no,20240910_44.85802906955444-107.91186154760723,Has not been collected as of 2024. Too late in the season to collect,260f695d-9faa-4d3e-874d-33c507917fba,########,cnhp_guest7,########,cnhp_guest7
688,01776ae0-cf71-4f1d-9613-2e1660c3858f,ACNE9,,,3,Grazed_Domestic,,25000,5,0,5,70,85,Healthy,,1,8,5,200000,>50,yes,20240910_44.84068953631971-107.83593485215,"Mostly dispersed, but enough plants to make collection worthwhile",04011909-d765-47ae-b6e5-b407db973e1b,########,cnhp_guest7,########,cnhp_guest7
689,234fe1c3-8811-4e72-9bc9-84043bd3e313,CHAN9,,,4,Burnt,,35000,10,0,90,90,90,Healthy,,175,20,1,24500000,>50,yes,20240911_44.981618600975445-107.78039981835643,,2c37989f-a88d-440a-abd3-b252db45773a,########,cnhp_guest7,########,cnhp_guest7
690,b6ad3259-b5db-4a21-9da0-e20ebc0a5bdb,ERUM,,,0.15,Grazed_Domestic,,100,10,0,0,60,90,Healthy,,1,20,2,800,>50,no,20240911_44.75551458249002-107.55716737531165,Past dispersal when visited in 2024,d15b4f4d-613d-4353-9053-dd64309c40d0,########,cnhp_guest7,########,cnhp_guest7
