ObjectID,GlobalID,Primary Key,Seed Collection Ref. Number,USFS Collection ID,Date Collection Started,Date Collection Ended,DateYMD,Recollection,Original Seed Reference Number,Collected Species,Other Species,Comments,Species Collection Number,Collection Technique,Seeds Collected From,Reason for Collecting from Ground,Number of Plants Sampled,Number of Plants Found,Average Plant Height,Field Notes to Assist in Identification of Pressed Specimen,Ecoregion,Ranger District,Org_Code,Provisional Seed Zone,Geology,Has There Been a Change in the Site's Disturbance/Damage Since Your Pre-Collection Form?,New Modifying Factors,If Other Factor Please Specify,Land Form,If Other Land Form Please Specify,Slope,Aspect,Number of Pressed Specimens,Date Voucher Taken,Herbaria names,How Confident are you in This Species' Identification?,Identified By,Material Identified,Date Identified,To be completed before you walk away from the site,Soil Texture,If Other Soil Type Please Specify,National Vegetation Classification,How Confident are you in this Vegetation's Classification?,Notes on NVC,Seed Collection Raw Weight,CreationDate,Creator,EditDate,Editor,x,y
101,6e05e3b7-57c7-4ef3-86bd-29a798f6588d,20240823_44.26090361-107.21358457,USFSR2.1-041,FEID_MR0510HU_020201_20240823-01,8/23/2024 14:50,8/23/2024 18:00,20240823,no,,FEID,,,01,Every_5,Plants,,614,3500,1,,MR,20201,20201,0510HU,Sand,no,,,Other,Wet meadow,0,Flat,2,8/23/2024 18:00,Local,8,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Loam,,CEGL001599 Deschampsia cespitosa Wet Meadow,6,,130,08/26/2024 22:52:34.580,cnhp_guest4,10/23/2024 22:17:11.974,cnhp_guest4,-107.2145373,44.2616976
102,8c42659f-f030-4b91-9bd8-3a89977779bd,20240823_44.26090361-107.21358457,USFSR2.1-042,DECE_MR0510HU_020201_20240823-01,8/23/2024 15:00,8/23/2024 18:00,20240823,no,,DECE,,,01,Every_5,Plants,,360,2000,3,,MR,20201,20201,0510HU,Sand,no,,,Other,Wet meadow,0,Flat,2,8/23/2024 18:00,Local,9,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Loam,,CEGL001599 Deschampsia cespitosa Wet Meadow,6,,60,08/26/2024 22:52:38.427,cnhp_guest4,10/23/2024 22:18:31.633,cnhp_guest4,-107.2135682,44.26087361
103,02d74f5b-91db-43d6-9b5b-7ac10c24660a,20240823_44.26090361-107.21358457,USFSR2.1-043,ACNE9_MR0510HU_020201_20240823-01,8/23/2024 17:15,8/23/2024 18:15,20240823,no,,ACNE9,,,01,Every_5,Plants,,210,1000,3.5,,MR,20201,20201,0510HU,Sand,no,,,Floodplain,,0,Flat,2,8/23/2024 18:00,Local,8,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Loam,,CEGL001599 Deschampsia cespitosa Wet Meadow,6,,25,08/26/2024 22:52:41.412,cnhp_guest4,10/23/2024 22:19:49.222,cnhp_guest4,-107.2136231,44.26097416
104,3c8d3bdc-9f62-48c7-a486-c90fb4503105,20240824_44.61996422-107.12083394,USFSR2.1-047,MOFI_MR1015SH_020206_20240824-01,8/24/2024 20:31,8/25/2024 17:45,20240824,no,,MOFI,,,01,20_percent,Plants,,1345,10000,1,Purple,MR,20206,20206,1015SH,Dolostone,no,,,Hillslope,,10,S,2,8/24/2024 18:00,Local,10,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Clay_Loam,,CEGL001105 Dasiphora fruticosa Wet Shrubland,7,,885,08/26/2024 22:52:44.184,cnhp_guest4,10/24/2024 17:05:57.052,cnhp_guest4,-107.1208511,44.61993021
105,15838ec1-1314-4cb5-b46e-0ea6bf8bcde3,20240824_44.61996422-107.12083394,USFSR2.1-048,HEVI4_MR1015SH_020206_20240825-01,8/25/2024 15:30,8/25/2024 18:00,20240825,no,,HEVI4,,,01,Every_5,Plants,,189,1000,0.3,,MR,20206,20206,1015SH,Dolostone,no,,,Hillslope,,15,S,2,8/25/2024 18:00,Local,10,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Gravelly silt loam,CEGL001105 Dasiphora fruticosa Wet Shrubland,7,,10,08/26/2024 22:52:46.682,cnhp_guest4,12/04/2024 17:05:19.768,cnhp_guest4,-107.1211103,44.61992156
106,23d6a294-786d-4b2a-bc2f-b2a02213b379,20240821_44.17917873-106.8830009,USFSR2.1-049,MOFI_MR1015SH_020201_20240826-01,8/26/2024 14:30,8/26/2024 18:00,20240826,no,,MOFI,,,01,20_percent,Plants,,163,200,2,,MR,20201,20201,1015SH,Metagraywacke,no,,,Hillslope,,20,SE,2,8/26/2024 18:00,Local,10,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,filled_out,Bags",Sandy_Loam,,CEGL000392 Picea pungens / Juniperus communis Forest,7,,115,08/26/2024 22:52:50.314,cnhp_guest4,10/24/2024 17:24:59.465,cnhp_guest4,-106.8830097,44.17921502
107,f5080439-6594-410d-a46a-d3952b27fde0,20240825_39.415259-105.75224388,CONPS2.1-003,Other_SR0510SH_021211_20240904-01,9/4/2024 14:47,9/4/2024 17:10,20240904,no,,Other,Thermopsis divaricarpa,,01,Every_5,Plants,,982,25000,1,,SR,21211,21211,0510SH,Migmatite,no,,,Hillslope,,3,S,2,8/25/2024 18:00,Local,8,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Sandy_Loam,,CEGL000537 Populus tremuloides - Pinus contorta/Juniperus communis forest,8,Verified,695,09/06/2024 03:53:51.744,cnhp_guest7,10/31/2024 20:56:23.036,cnhp_guest7,-105.7522058,39.41526517
108,ebfe32e7-c112-478a-9678-394e8ad2567a,20240825_39.415259-105.75224388,CONPS2.1-004,Other_SR0510SH_021211_20240904-02,9/4/2024 15:11,9/4/2024 17:15,20240904,no,,Other,Bromus ciliatus,,02,20_percent,Plants,,526,15000,2.25,"Ciliate margins of lemmas, erose ligules",SR,21211,21211,0510SH,Migmatite,no,,,Hillslope,,3,S,2,9/4/2024 18:00,Local,5,,,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Sandy_Loam,,CEGL000537 Populus tremuloides - Pinus contorta/Juniperus communis forest,8,Keyed with CDrake,35,09/06/2024 03:53:56.841,cnhp_guest7,11/01/2024 20:03:59.550,cnhp_guest7,-105.7535011,39.41466578
109,7beba5fe-f330-419e-8dcd-fd84e5a8267c,20240904_39.00501468-107.03065958,USFSR2.1-050,HEMU3_SR0005VH_020407_20240904-01,9/4/2024 17:30,9/5/2024 20:00,20240904,no,,HEMU3,,,01,Every_5,Plants,,400,2000,1.5,,SR,20407,20407,0005VH,Sandstone,no,,,Hillslope,,25,S,2,9/4/2024 18:00,Local,7,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,filled_out,Bags",Other,Rock outcrop,CEGL003499 Dasiphora fruticosa Subalpine Wet Shrubland,7,The elevation is off but the dominant species and community type looks right,155,09/10/2024 15:30:30.363,cnhp_guest4,10/24/2024 17:56:12.165,cnhp_guest4,-107.0307094,39.00502933
110,0e532a1d-a1b4-4f6a-bb63-00dd2ed2d090,20240904_39.00501468-107.03065958,USFSR2.1-051,ERSP4_SR0005VH_020407_20240904-01,9/4/2024 20:00,9/5/2024 20:00,20240904,no,,ERSP4,,,01,Every_5,Plants,,272,1500,1,,SR,20407,20407,0005VH,Sandstone,no,,,Hillslope,,25,S,2,9/4/2024 18:00,Local,7,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,filled_out,Bags",Other,Rock outcrop,CEGL003499 Dasiphora fruticosa Subalpine Wet Shrubland,7,The elevation is slightly off but the dominant species and community type looks right,75,09/10/2024 15:30:35.047,cnhp_guest4,10/24/2024 17:58:06.172,cnhp_guest4,-107.0306991,39.00498789
111,451f7761-f200-4b9c-9203-276a4508276f,20240904_39.00501468-107.03065958,USFSR2.1-053,CHAN9_SR0005VH_020407_20240904-01,9/4/2024 17:30,9/5/2024 20:00,20240904,no,,CHAN9,,,01,Every_5,Plants,,198,1000,4,,SR,20407,20407,0005VH,Sandstone,no,,,Hillslope,,25,S,2,9/4/2024 18:00,Local,10,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,filled_out,Bags",Other,Rock outcrop,CEGL003499 Dasiphora fruticosa Subalpine Wet Shrubland,7,The elevation is slightly off but the dominant species and community type looks right,400,09/10/2024 15:30:37.935,cnhp_guest4,10/24/2024 18:00:30.118,cnhp_guest4,-107.0307043,39.00499158
112,f9d30ff8-86f3-41f2-8663-b5a66fe1894e,20240905_38.96645015-106.9937355,USFSR2.1-059,HEMU3_SR0005VH_020407_20240907-01,9/7/2024 14:30,9/7/2024 18:00,20240907,no,,HEMU3,,,01,Every_5,Plants,,338,2000,2,,SR,20407,20407,0005VH,Shale,no,,,Hills,,12,SW,2,9/7/2024 18:00,Local,8,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,filled_out,Bags",Sandy_Loam,,A2315 Populus tremuloides Moist-Mesic Herbaceous Rocky Mountain Forest Alliance,4,,370,09/10/2024 15:30:40.519,cnhp_guest4,10/24/2024 20:14:00.124,cnhp_guest4,-106.9935531,38.96637248
113,712dca35-d87b-47f5-96fa-4b9435b49f48,20240905_38.96645015-106.9937355,USFSR2.1-060,ERSP4_SR0005VH_020407_20240907-01,9/7/2024 15:30,9/7/2024 18:00,20240907,no,,ERSP4,,,01,Every_5,Plants,,305,1750,1.5,,SR,20407,20407,0005VH,Shale,no,,,Hills,,12,SW,2,9/7/2024 18:00,Local,7,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Sandy_Loam,,A2315 Populus tremuloides Moist-Mesic Herbaceous Rocky Mountain Forest Alliance,4,,60,09/10/2024 15:30:43.556,cnhp_guest4,10/24/2024 20:16:59.077,cnhp_guest4,-106.9935073,38.96622557
114,6c69f0cc-15a6-4772-9f61-14599ea87298,20240905_38.96645015-106.9937355,USFSR2.1-061,HEVI4_SR0005VH_020407_20240907-01,9/7/2024 15:30,9/7/2024 18:00,20240907,no,,HEVI4,,,01,20_percent,Plants,,708,1000,0.5,"Likely H. foliosa, which forms integrades with H. villosa.Leafy bracts above petals present on most plants.",SR,20407,20407,0005VH,Shale,no,,,Hillslope,,15,SW,2,9/7/2024 18:00,Local,9,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Rock land,A2315 Populus tremuloides Moist-Mesic Herbaceous Rocky Mountain Forest Alliance,4,,40,09/10/2024 15:30:45.929,cnhp_guest4,10/24/2024 20:20:30.369,cnhp_guest4,-106.9934863,38.96628507
115,ecf96e89-30da-4173-b5b8-55c0cd8c16ee,20240905_38.96645015-106.9937355,USFSR2.1-062,ERUM_SR0005VH_020407_20240907-01,9/7/2024 15:30,9/7/2024 18:00,20240907,no,,ERUM,,,01,20_percent,Plants,,394,2000,1,,SR,20407,20407,0005VH,Shale,no,,,Hillslope,,15,SW,2,9/7/2024 18:00,Local,8,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Rock land,,,,40,09/10/2024 15:30:48.350,cnhp_guest4,10/22/2024 16:21:47.930,cnhp_guest4,-106.9934802,38.96629436
116,caebc99e-0670-4315-b961-cbcd049ad111,20240905_38.94030631-106.98184531,USFSR2.1-063,CHAN9_SR0005VH_020407_20240908-01,9/8/2024 14:30,9/8/2024 15:30,20240908,no,,CHAN9,,,01,Every_5,Plants,,85,1000,4,,SR,20407,20407,0005VH,Shale,no,,,Hillslope,,30,NE,2,9/8/2024 18:00,Local,10,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Silt_Loam,,CEGL005856 - Chamerion angustifolium Rocky Mountain Meadow,8,,75,09/10/2024 15:30:50.628,cnhp_guest4,12/04/2024 17:26:03.957,ac15_CSUesri,-106.9818257,38.94031884
117,e089c1c6-8c49-4151-a756-49a067d27f80,20240907_38.86513777-106.91281108,USFSR2.1-064,ERUM_SRLT00HU_020407_20240908-01,9/8/2024 20:00,9/8/2024 23:30,20240908,no,,ERUM,,,01,Every_5,Plants,,175,1000,1,,SR,20407,20407,LT00HU,Shale,no,,,Hills,,10,SE,2,9/8/2024 18:00,Local,9,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Sandy_Loam,,A3183 Artemisia tridentata ssp. tridentata - Artemisia tridentata ssp. xericensis Shrub Steppe Alliance,4,,70,09/10/2024 15:30:53.202,cnhp_guest4,10/24/2024 20:57:44.182,cnhp_guest4,-106.9127204,38.86524457
118,f37b908d-1bef-42e9-8e1e-1a480f2a7383,20240907_38.86513777-106.91281108,USFSR2.1-065,ERSP4_SRLT00HU_020407_20240908-01,9/8/2024 20:00,9/8/2024 23:30,20240908,no,,ERSP4,,,01,Every_5,Plants,,195,1500,1.5,"Photos titled ERCO4, should be ERSP4.",SR,20407,20407,LT00HU,Shale,no,,,Hills,,10,SE,2,9/8/2024 18:00,Local,8,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Sandy_Loam,,A3183 Artemisia tridentata ssp. tridentata - Artemisia tridentata ssp. xericensis Shrub Steppe Alliance,4,,55,09/10/2024 15:30:55.484,cnhp_guest4,10/24/2024 20:59:41.246,cnhp_guest4,-106.912707,38.86519403
119,d011742a-a0a6-4c4d-8f5c-6225ab6e816a,20240907_38.86513777-106.91281108,USFSR2.1-066,PEST2_SRLT00HU_020407_20240908-01,9/8/2024 20:00,9/8/2024 23:30,20240908,no,,PEST2,,,01,20_percent,Plants,,187,300,1.5,,SR,20407,20407,LT00HU,Shale,no,,,Hills,,10,SE,2,9/8/2024 18:00,Local,9,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Sandy_Loam,,A3183 Artemisia tridentata ssp. tridentata - Artemisia tridentata ssp. xericensis Shrub Steppe Alliance,4,,40,09/10/2024 15:30:58.013,cnhp_guest4,10/24/2024 21:00:30.732,cnhp_guest4,-106.9127085,38.86519165
120,b9ba1a93-bbc0-45bd-bbdb-bf20fa0b21b7,20240908_38.82840348-106.83305584,USFSR2.1-067,ERUM_SR0005HU_020407_20240909-01,9/9/2024 14:15,9/9/2024 17:00,20240909,no,,ERUM,,,01,20_percent,Plants,,84,250,1,,SR,20407,20407,0005HU,Granitic,no,,,Foothills,,15,S,2,9/9/2024 18:00,Local,9,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Material_photo,Individual_photo,herbarium_vouchers,Bags,filled_out",Other,Rock land,CEGL000443 Pseudotsuga menziesii / Muhlenbergia montana Forest,6,,30,09/10/2024 15:31:02.689,cnhp_guest4,10/24/2024 21:13:31.005,cnhp_guest4,-106.8334495,38.82805577
121,da4d8b9a-06bd-400a-a338-37737d5c27ea,20240908_38.82840348-106.83305584,USFSR2.1-068,Other_SR0005HU_020407_20240909-01,9/9/2024 14:15,9/9/2024 17:00,20240909,no,,Other,Muhlenbergia montana,,01,Every_5,Plants,,84,500,2,,SR,20407,20407,0005HU,Granitic,no,,,Foothills,,15,S,2,9/9/2024 18:00,Local,9,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Rock land,CEGL000443 Pseudotsuga menziesii / Muhlenbergia montana Forest,6,,25,09/10/2024 15:31:05.297,cnhp_guest4,10/24/2024 21:14:19.733,cnhp_guest4,-106.833361,38.82814953
122,f340d1a6-85f0-49ef-9002-89d7a38b0f37,20240908_38.82840348-106.83305584,USFSR2.1-069,BOGR2_SR0005HU_020407_20240909-01,9/9/2024 14:15,9/9/2024 17:00,20240909,no,,BOGR2,,,01,Every_5,Plants,,94,500,1,,SR,20407,20407,0005HU,Granitic,no,,,Foothills,,15,S,2,9/9/2024 18:00,Local,10,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Rock land,CEGL000443 Pseudotsuga menziesii / Muhlenbergia montana Forest,6,,10,09/10/2024 15:31:07.565,cnhp_guest4,10/24/2024 21:15:45.154,cnhp_guest4,-106.8333595,38.82814921
123,c584c021-a1e6-4b68-9c6b-8c32ad45f3eb,20240908_38.82840348-106.83305584,USFSR2.1-070,HEVI4_SR0005HU_020407_20240909-01,9/9/2024 14:15,9/9/2024 17:00,20240909,no,,HEVI4,,,01,20_percent,Plants,,96,250,1,,SR,20407,20407,0005HU,Granitic,no,,,Foothills,,15,S,2,9/9/2024 18:00,Local,10,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Rock land,CEGL000443 Pseudotsuga menziesii / Muhlenbergia montana Forest,6,,5,09/10/2024 15:31:09.755,cnhp_guest4,10/24/2024 21:16:25.321,cnhp_guest4,-106.8333605,38.82814947
124,ca694310-65ee-447d-b1d5-544d86c85e44,20240904_39.00501468-107.03065958,USFSR2.1-052,HEVI4_SR0005VH_020407_20240904-01,9/4/2024 20:00,9/5/2024 20:00,20240904,no,,HEVI4,,,01,20_percent,Plants,,702,3600,0.25,"Suspected H. foliosa, which form integrades with H. villosa. Heads are subtended by leafy bracts.",SR,20407,20407,0005VH,Sandstone,no,,,Hillslope,,25,S,2,9/4/2024 18:00,Local,9,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,filled_out,Bags",Other,Rock outcrop,CEGL003499 Dasiphora fruticosa Subalpine Wet Shrubland,7,The elevation is slightly off but the dominant species and community type looks right,40,09/10/2024 15:33:57.506,cnhp_guest4,10/24/2024 17:59:31.060,cnhp_guest4,-107.0307103,39.00496274
125,6429ad51-a6eb-4b8d-a966-67316bdaac5c,20240905_39.00196703-107.02309904,USFSR2.1-054,CHAN9_SR0005VH_020407_20240906-01,9/6/2024 14:30,9/6/2024 22:00,20240906,no,,CHAN9,,,01,20_percent,Plants,,242,1000,4.5,,SR,20407,20407,0005VH,Sandstone,no,,,Foothills,,25,SW,2,9/6/2024 18:00,Local,10,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Silt_Loam,,"G520 Vancouverian-Rocky Mountain Subalpine-Alpine Snowbed, Wet Meadow & Dwarf-shrubland",5,"Don't know Carex or Salix species, so I left it at the group level",510,09/10/2024 15:33:59.761,cnhp_guest4,12/04/2024 17:27:04.765,ac15_CSUesri,-107.0231009,39.00196022
126,9b0ab125-7990-4bc2-a5ee-6b4fc1eca38c,20240905_39.00196703-107.02309904,USFSR2.1-055,ERUM_SR0005VH_020407_20240906-01,9/6/2024 13:27,9/7/2024 14:00,20240906,no,,ERUM,,,01,20_percent,Plants,,389,600,1,,SR,20407,20407,0005VH,Sandstone,no,,,Foothills,,25,SW,2,9/6/2024 18:00,Local,9,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Silt_Loam,,"G520 Vancouverian-Rocky Mountain Subalpine-Alpine Snowbed, Wet Meadow & Dwarf-shrubland",5,"Don't know Carex or Salix species, so I left it at the group level",45,09/10/2024 15:34:02.106,cnhp_guest4,12/04/2024 17:27:51.914,ac15_CSUesri,-107.0230794,39.00196022
127,18202221-64db-48f2-b9b1-bedd18cba5a7,20240905_39.00196703-107.02309904,USFSR2.1-056,HEVI4_SR0005VH_020407_20240906-01,9/6/2024 14:45,9/7/2024 14:00,20240906,no,,HEVI4,,,01,20_percent,Plants,,478,2500,1,"Suspected H. foliosa, which form integrades with H. villosa. Heads are subtended by leafy bracts.",SR,20407,20407,0005VH,Sandstone,no,,,Foothills,,25,SW,2,9/6/2024 18:00,Local,9,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Material_photo,Individual_photo,herbarium_vouchers,Bags,filled_out",Silt_Loam,,"G520 Vancouverian-Rocky Mountain Subalpine-Alpine Snowbed, Wet Meadow & Dwarf-shrubland",5,"Don't know Carex or Salix species, so I left it at the group level",40,09/10/2024 15:34:04.454,cnhp_guest4,12/04/2024 17:28:45.956,ac15_CSUesri,-107.0230901,39.00196022
128,30d53aa6-805e-486f-88b0-4d813bfe6f94,20240905_39.00196703-107.02309904,USFSR2.1-057,HEMU3_SR0005VH_020407_20240906-01,9/6/2024 14:15,9/6/2024 22:00,20240906,no,,HEMU3,,,01,Every_5,Plants,,674,3500,2,,SR,20407,20407,0005VH,Sandstone,no,,,Hillslope,,25,SW,2,9/6/2024 18:00,Local,9,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Silt_Loam,,"G520 Vancouverian-Rocky Mountain Subalpine-Alpine Snowbed, Wet Meadow & Dwarf-shrubland",5,"Don't know Carex or Salix species, so I left it at the group level",570,09/10/2024 15:34:06.771,cnhp_guest4,12/04/2024 17:29:37.046,ac15_CSUesri,-107.0231009,39.00196022
129,4e8bfa17-669c-4884-97cf-efe03541544a,20240905_39.00196703-107.02309904,USFSR2.1-058,ERSP4_SR0005VH_020407_20240906-01,9/6/2024 14:45,9/7/2024 14:20,20240906,no,,ERSP4,,,01,Every_5,Plants,,357,1000,2,Purple,SR,20407,20407,0005VH,Sandstone,no,,,Foothills,,25,SW,2,9/6/2024 18:00,Local,8,Dina Clark,From Pressed Specimen on Another Date,10/1/2024 18:00,"Individual_photo,landscape_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Silt_Loam,,"G520 Vancouverian-Rocky Mountain Subalpine-Alpine Snowbed, Wet Meadow & Dwarf-shrubland",5,"Don't know Carex or Salix species, so I left it at the group level",130,09/10/2024 15:34:09.284,cnhp_guest4,10/24/2024 18:34:25.364,cnhp_guest4,-107.0240815,39.00230004
130,215d0ef9-c3c8-4f41-8c89-01e0bbd7afe0,20240904_39.85756367-106.39904332,USFSR2.2-049,ELGL_SR0510HU_021510_20240904-02,9/4/2024 15:00,9/4/2024 18:00,20240904,no,,ELGL,,,02,Every_5,Plants,,163,200,3.5,,SR,21510,21510,0510HU,Limestone,no,,,Hillslope,,13,S,2,9/4/2024 18:00,Local,8,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Stony silt loam,CEGL001631 - Festuca thurberi Subalpine grassland,8,Festuca arizonica and F. idahoensis not codominant,120,09/10/2024 16:40:35.044,cnhp_guest4,10/28/2024 19:17:30.481,cnhp_guest4,-106.3990891,39.85757771
131,11f4597e-02b0-469f-8435-6abb23b18f92,20240904_39.85756367-106.39904332,USFSR2.2-050,Other_SR0510HU_021510_20240904-01,9/4/2024 15:00,9/4/2024 18:00,20240904,no,,Other,Erigeron speciosus & E. glacialis mix,,01,Every_5,Plants,,118,590,1.5,"Light purple ray flowers, yellow disk flowers",SR,21510,21510,0510HU,Limestone,no,,,Hillslope,,13,S,2,9/4/2024 18:00,Local,7,Dina Clark,From Pressed Specimen on Another Date,10/1/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Stony silt loam,CEGL001631 - Festuca thurberi Subalpine Grassland,8,Festuca arizonica and F. idahoensis not codominant,210,09/10/2024 16:40:38.543,cnhp_guest4,10/28/2024 19:18:59.277,cnhp_guest4,-106.3990454,39.85755673
132,64362c87-f1b7-4311-8d22-a5066bbc3e18,20240904_39.87253946-106.41112971,USFSR2.2-051,ELGL_SR0510HU_021510_20240904-01,9/4/2024 18:00,9/4/2024 20:00,20240904,no,,ELGL,,,01,Every_5,Plants,,64,320,2.5,,SR,21510,21510,0510HU,Limestone,no,,,Hillslope,,5,N,2,9/4/2024 18:00,Local,8,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Material_photo,Individual_photo,herbarium_vouchers,Bags,filled_out",Other,Stony silt loam,CEGL000527 - Populus tremuloides - Abies lasiocarpa / Juniperus communis,8,Juniperus communis prominance withh mixed aspen and spruce-fir tree canopy,110,09/10/2024 16:40:41.602,cnhp_guest4,12/04/2024 17:11:22.324,cnhp_guest4,-106.411082,39.8725479
133,97849e47-a202-4fdd-98e7-f1f927ba067c,20240904_39.87253946-106.41112971,USFSR2.2-052,Other_SR0510HU_021510_20240904-02,9/4/2024 17:05,9/4/2024 18:00,20240904,no,,Other,Festuca saximontana,,02,Every_5,Plants,,68,340,1.8,,SR,21510,21510,0510HU,Limestone,no,,,Hillslope,,5,N,2,9/4/2024 18:00,Local,5,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Material_photo,Individual_photo,herbarium_vouchers,Bags,filled_out",Other,Stony silt loam,CEGL000527 - Populus tremuloides - Abies lasiocarpa / Juniperus communis,8,Juniperus communis prominence with mixed aspen and spruce-fir tree canopy,340,09/10/2024 16:40:44.678,cnhp_guest4,12/06/2024 19:59:55.857,cnhp_guest4,-106.4110881,39.87254046
134,9474d6c9-be20-443d-a8c6-cf50af8d9a2c,20240904_39.87253946-106.41112971,USFSR2.2-053,CHAN9_SR0510HU_021510_20240904-01,9/4/2024 18:00,9/4/2024 20:00,20240904,no,,CHAN9,,,01,20_percent,Plants,,89,450,3,Flowers pink,SR,21510,21510,0510HU,Limestone,no,,,Hillslope,,5,N,2,9/4/2024 18:00,Local,9,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Stony silt loam,CEGL000527 - Populus tremuloides - Abies lasiocarpa / Juniperus communis,8,Juniperus communis prominence with mixed aspen and spruce-fir tree canopy,425,09/10/2024 16:40:47.912,cnhp_guest4,12/04/2024 17:13:51.293,cnhp_guest4,-106.4110913,39.87253059
135,a65c9419-c9f2-4382-9bf7-6421742c81e6,20240904_39.87253946-106.41112971,USFSR2.2-054,Other_SR0510HU_021510_20240904-01,9/4/2024 17:35,9/4/2024 18:00,20240904,no,,Other,Bromus ciliatus,,01,20_percent,Plants,,189,200,3,,SR,21510,21510,0510HU,Limestone,no,,,Hillslope,,10,SE,2,9/4/2024 18:00,Local,7,Dina Clark,From Pressed Specimen on Another Date,9/27/2024 18:00,"Material_photo,landscape_photo,Individual_photo,herbarium_vouchers,Bags,filled_out",Other,Stony silt loam,CEGL000527 - Populus tremuloides - Abies lasiocarpa / Juniperus communis,8,Juniperus communis prominence with mixed aspen and spruce-fir tree canopy,65,09/10/2024 16:40:53.398,cnhp_guest4,12/04/2024 17:14:50.673,cnhp_guest4,-106.4111189,39.87252611
