ObjectID,GlobalID,Date,Latitude,Longitude,Elevation,Unit,Ranger District,Org_Code,Forest Name,Area Within District,Land owner,Location Details,Ecoregion,Provisional Seed Zone,Geology,Seed Collection Ref. Number,USFS Collection ID,Date Collection Started,Date Collection Ended,DateYMD,Recollection,Original Seed Reference Number,Collection Technique,Seeds Collected From,Reason for Collecting from Ground,Number of Plants Sampled,Number of Plants Found,Average Plant Height,Field Notes to Assist in Identification of Pressed Specimen,Coordinate Source,Accuracy,Accuracy of GPS Unit,GPS Datum,National Vegetation Classification,Modifying Factors,If Other Factor Please Specify,Slope,Aspect,Soil Texture,Number of Pressed Specimens,Date Voucher Taken,Herbaria names,How Confident are you in This Species' Identification?,Identified By,Material Identified,Date Identified,ID Comments,To be completed before you walk away from the site,CreationDate,Creator,EditDate,Editor,Associated Species,Notes on Associated Species,x,y
112,0afe973f-605e-4b8b-9de0-a1c6921c4c18,9/13/2023 19:44,39.02625588,-106.0985857,10565,feet,21210,21210,Pike and San Isabel National Forests,FR 431,USFS,"From Antero Junction turn north onto 285, then west onto FR 431. Continue approx. 7 mi and park in clearing.",SR,0510HU,Siltstone,,FEID_SR0510HU_021210_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,Smut_Fungal,,,,,,,,,,,,,,9/14/2023 21:13,ac15_CSUesri,9/14/2023 21:13,ac15_CSUesri,,,-106.0985857,39.02625588
113,ee721617-39a8-4af6-9197-ca8cadd91582,9/13/2023 21:33,39.03879013,-105.4310368,8510,feet,21210,21210,Pike and San Isabel National Forests, FR225,USFS,"Hwy 24 West from Florissant, go north on FR 225 at Round Mountain CG for approx 3/4 mile to open meadow to the west of road.",SR,0510SH,Alkali-feldspar-granite,,NAVI4_SR0510SH_021210_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,Smut_Fungal,,,,,,,,,,,,,,9/14/2023 21:13,ac15_CSUesri,9/14/2023 21:13,ac15_CSUesri,,,-105.4310368,39.03879013
114,e7f2aa4c-45c1-4fe3-a8d1-89f747e36eb6,9/11/2023 17:54,39.04505578,-105.0720309,8155,feet,21209,21209,Pike and San Isabel National Forests,FR 335.A,USFS,"From Woodland Park, north on Hwy 67 to Red Rocks Campground, northeast on FR 335 aprox 600fr",SR,0510SH,Arkose,,Other_SR0510SH_021209_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,No_Damage,,,,,,,,,,,,,,9/14/2023 21:15,ac15_CSUesri,9/14/2023 21:15,ac15_CSUesri,,,-105.0720309,39.04505578
115,260442a5-325b-4528-85f3-0c42265fbc9f,9/12/2023 13:54,38.86448621,-105.1236708,10072,feet,21209,21209,Pike and San Isabel National Forests,FR 383,USFS,"Hwy 67 south from Woodland Park, turn east onto CR 62 then south onto FR 383. Travel until end of road, approx. 2.5 mi.",SR,0510SH,Granite,,DECE_SR0510SH_021209_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,Smut_Fungal,,,,,,,,,,,,,,9/14/2023 21:15,ac15_CSUesri,9/14/2023 21:15,ac15_CSUesri,,,-105.1236708,38.86448621
116,36f8a83f-a667-4f3f-a836-aa329c22034a,9/12/2023 16:22,39.13516312,-105.1049475,7570,feet,21209,21209,Pike and San Isabel National Forests,FR 350/Rainbow Falls Rd,USFS,"Hwy 67 north from Woodland Park, east on FR 350/Rainbow Falls Rd to Rainbow Falls TH, cross gate/barbed wire fence to open meadow south of TH",SR,0510SH,Arkose,,BOGR2_SR0510SH_021209_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,Grazed_Domestic,,,,,,,,,,,,,,9/14/2023 21:15,ac15_CSUesri,9/14/2023 21:15,ac15_CSUesri,,,-105.1049475,39.13516312
117,7ae8b124-868e-405c-9c55-315ff6b069ce,9/12/2023 18:58,39.32803384,-105.2496221,7490,feet,21211,21211,Pike and San Isabel National Forests,Firewood Collection Site,USFS,"Hwy 67 north from Deckers approximately 12 miles passed scenic pulloff, to the east there are Forest Service signs for firewood collection and metal gate, to the east/SE of gate into expansive mountain meadow",SR,1015SH,Granite,,NAVI4_SR1015SH_021211_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,Other,Human disturbance with firewood collection,,,,,,,,,,,,,9/14/2023 21:15,ac15_CSUesri,9/14/2023 21:15,ac15_CSUesri,,,-105.2496221,39.32803384
118,3601eb96-bf10-4116-b1fe-b9c09f5bace6,9/13/2023 20:11,39.02924876,-106.1042211,10452,feet,21210,21210,Pike and San Isabel National Forests,FR 431,USFS,"Hwy 285 south from Fairplay, west on FR 431 until it dead ends",SR,0510SH,Unconsolidated,,None_SR0510SH_021210_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,No_Damage,,,,,,,,,,,,,,9/14/2023 21:15,ac15_CSUesri,9/14/2023 21:15,ac15_CSUesri,,,-106.1042211,39.02924876
119,c5b0d4c5-13c5-4c47-aaa6-faee53855760,9/13/2023 22:30,39.01411158,-105.0464989,8483,feet,21209,21209,Pike and San Isabel National Forests,USDA Service Work Center,USFS,"From Hwy 24 in Woodland Park, north on N Fairview St, east E Lake Ave, north Rampart Range Rd, west on Forest Service Rd to Woodland Work Center TH",SR,0510SH,Arkose,,HEVI4_SR0510SH_021209_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,No_Damage,,,,,,,,,,,,,,9/14/2023 21:15,ac15_CSUesri,9/14/2023 21:15,ac15_CSUesri,,,-105.0464989,39.01411158
120,64f542dc-7032-4377-863c-ca2ef54e6896,9/19/2023 21:02,38.00440569,-106.4010014,10071,feet,20907,20907,Rio Grande National Forest,FR 620 & Browns CR. intersection,USFS,"From Monte Vista going north on 285 turn west onto CR G which turns into CR 41G, turn southeast onto FR 680, then take the first left onto FR 620 and travel approx. 4,500 ft. Stopped at intersection with Browns CR.",SR,0510HU,Volcanic,,FEID_SR0510HU_020907_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,"Grazed_Domestic,Smut_Fungal",,,,,,,,,,,,,,9/26/2023 20:10,ac15_CSUesri,9/26/2023 20:10,ac15_CSUesri,DAPA2,"EriNau, Pussytoes spp.,  BroEin, KOMA",-106.4010014,38.00440569
121,5239bd7f-c2b7-4684-a6e9-9f1bb3b4b342,9/20/2023 13:45,37.55158464,-106.497908,9195,feet,20904,20904,Rio Grande National Forest,CR 14,USFS,"From Del Norte going west on hwy 160, turn south onto CR 14 and travel approx. 11.5 mi. Stopped 0.5 after Rio Grande FS sign.",SR,0005SH,Andesite,,FEID_SR0005SH_020904_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,No_Damage,,,,,,,,,,,,,,9/26/2023 20:10,ac15_CSUesri,9/26/2023 20:10,ac15_CSUesri,BOGR2,"BroTec, Barrel cactus spp., FEAZ, PinPon",-106.497908,37.55158464
122,a0a71841-6f39-4186-8387-eb021186ad90,9/20/2023 14:06,37.53383427,-106.513125,9753,feet,20904,20904,Rio Grande National Forest,Intersection of CR 14 & FR 331,USFS,"From Del Norte going west on hwy 160, turn south onto CR 14 and travel approx. 13 mi. Stopped at Elk Park sign before intersection with FR 331.",SR,0005HU,Andesite,,FEID_SR0005HU_020904_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,No_Damage,,,,,,,,,,,,,,9/26/2023 20:10,ac15_CSUesri,9/26/2023 20:10,ac15_CSUesri,AGCR,"Rabbitbrush spp., KOMA, BODA, sporobolus spp., Artemisisa frigida",-106.513125,37.53383427
123,6521bd76-3dcc-4ee0-a764-74e963e66cb6,9/20/2023 19:04,37.45224507,-106.5568889,11726,feet,20903,20903,Rio Grande National Forest,FR 330,USFS,"From Del Norte going west on hwy 160, turn south onto CR 14 then turn southwest onto FR 330 and travel approx. 3.5 mi. Stopped at dispersed campsite turnoff on southwest side of road after passing Greyback Mountain.",SR,0510VH,Andesite,,FEID_SR0510VH_020903_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,No_Damage,,,,,,,,,,,,,,9/26/2023 20:10,ac15_CSUesri,9/26/2023 20:10,ac15_CSUesri,PICO,"Potentilla spp., salex spp., JunArt, Timothy hay",-106.5568889,37.45224507
124,d90813f2-368d-4d3e-949f-11f51146c89f,9/20/2023 19:27,37.43784229,-106.5774095,11297,feet,20903,20903,Rio Grande National Forest,FR 330,USFS,"From Del Norte going west on hwy 160, turn south onto CR 14 and then southwest onto FR 330. Travel approx. 5 mi.",SR,0510VH,Andesite,,ELTR7_SR0510VH_020903_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,Smut_Fungal,,,,,,,,,,,,,,9/26/2023 20:10,ac15_CSUesri,9/26/2023 20:10,ac15_CSUesri,PHPR3,"Picea sp., Ribes spp., AchMil, KOMA",-106.5774095,37.43784229
125,a894eebe-9c31-4f9f-9678-c73400bbf909,9/20/2023 20:06,37.43980667,-106.642161,10760,feet,20904,20904,Rio Grande National Forest,FR 380,USFS,"From Del Norte going west on hwy 160, turn south onto CR 14 and then southwest onto FR 330. Turn northwest onto FR 380 and travel approx. 1 mi.",SR,0510VH,Quartz-latite,,ELTR7_SR0510VH_020904_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,Smut_Fungal,,,,,,,,,,,,,,9/26/2023 20:10,ac15_CSUesri,9/26/2023 20:10,ac15_CSUesri,ACMI2,"KOMA, DECE, soladago spp., timothy hay",-106.642161,37.43980667
126,a6bca452-46b5-46b8-bbe5-1d621a289fdc,9/20/2023 20:33,37.5019861,-106.6996921,9186,feet,20904,20904,Rio Grande National Forest,FR 380,USFS,"From Del Norte going west on hwy 160, turn south onto CR 14 and then southwest onto FR 330. Turn northwest onto FR 380 and travel approx. 6.5 mi. Site off unmarked dispersed camping area on south side of road",SR,0510VH,Volcanic,,DECE_SR0510VH_020904_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,Smut_Fungal,,,,,,,,,,,,,,9/26/2023 20:10,ac15_CSUesri,9/26/2023 20:10,ac15_CSUesri,CALAM,"False hellbore, timothy hay, KOMA, salex spp.",-106.6996921,37.5019861
127,228ce89b-40e5-4d26-af04-f516ee07441d,9/20/2023 22:19,37.64856515,-106.5696078,9590,feet,20904,20904,Rio Grande National Forest,FR 340,USFS,"From South Fork going east on hwy 160, turn south onto FR 345, then east onto FR 340. Area on northeast side of road.",SR,0510SH,Unconsolidated,,None_SR0510SH_020904_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,Grazed_Domestic,,,,,,,,,,,,,,9/26/2023 20:10,ac15_CSUesri,9/26/2023 20:10,ac15_CSUesri,POTR5,,-106.5696078,37.64856515
128,4d4f5ec0-8152-44db-b9b4-fc2282f136fa,9/21/2023 15:56,37.38604553,-106.2608987,8397,feet,20903,20903,Rio Grande National Forest,FR 250,USFS,"From Monte Vista going south on hwy 15 turn west onto Twelvemile road, which will turn into FR 250 once crossing forest boundary. Site approx. 300 ft after boundary on north side of road",SR,0510SH,Volcanic,,HEVI4_SR0510SH_020903_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,No_Damage,,,,,,,,,,,,,,9/26/2023 20:10,ac15_CSUesri,9/26/2023 20:10,ac15_CSUesri,MUMO,"FEID, BOGR2, HEVI4, NAVI4, Yucca spp., Juniper spp., Hesperostipa comata",-106.2608987,37.38604553
129,20c2d288-3bf6-49d6-af2e-92871e2fe6f8,9/21/2023 16:56,37.39189547,-106.3985605,8937,feet,20903,20903,Rio Grande National Forest,Fdr 250,USFS,"From Monte Vista going south on hwy 15 turn west onto Twelvemile rd which turns into FR 250, veer southwest at the fork with FR 271 and continue onto FR 250. Travel approx. 6 mi after road transition. Parked at dispersed campsite on north side of road.",SR,0510HU,Unconsolidated,,FEID_SR0510HU_020903_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,Smut_Fungal,,,,,,,,,,,,,,9/26/2023 20:10,ac15_CSUesri,9/26/2023 20:10,ac15_CSUesri,POTR5,"PinPon, ELTR7, KOMA, HEVI4, FEID, DECE, BroEin",-106.3985605,37.39189547
130,c29f6e66-bf93-44ad-b470-fe4e471ec01e,9/21/2023 17:50,37.39638042,-106.535445,9442,feet,20903,20903,Rio Grande National Forest,FR 250,USFS,"From Monte Vista going south on hwy 15 turn west onto Twelvemile rd which turns into FR 250, veer southwest at the fork with FR 271 and continue onto FR 250. Travel approx. 12 mi after road transition (approx 2 mi passed community of Jasper). Parked on south side of road with population in open meadow north side of road and 100ft west in wet meadow.",SR,0005VH,Andesite,,ELTR7_SR0005VH_020903_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,"Smut_Fungal,Grazed_Domestic",,,,,,,,,,,,,,9/26/2023 20:10,ac15_CSUesri,9/26/2023 20:10,ac15_CSUesri,POTEN,"Rosa spp., POAPRA, ACHMIL, POPTRE, NASVIR",-106.535445,37.39638042
131,6426456e-3b72-470c-8b44-31cacf08f49c,9/21/2023 18:49,37.35161065,-106.5146858,9726,feet,20903,20903,Rio Grande National Forest,FR 250 / Platoro,USFS,"From the town of Platoro heading southeast on FR 250 travel approx. 4,800 ft. Site on south side of road in riparian area",SR,0005VH,Volcanic,,DECE_SR0005VH_020903_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,Smut_Fungal,,,,,,,,,,,,,,9/26/2023 20:10,ac15_CSUesri,9/26/2023 20:10,ac15_CSUesri,RUCR,"Carex spp., Salix spp., potentilla spp., dasiphora fruiticosa",-106.5146858,37.35161065
132,33c66cbd-f113-48eb-8aa0-1a33ae1c674b,9/21/2023 19:12,37.33936679,-106.4839028,9734,feet,20903,20903,Rio Grande National Forest,FR 250,USFS,From the town of Platoro heading southeast on FR 250 travel approx. 1 mi. Site on south side of road in riparian area,SR,0510HU,Andesite,,DECE_SR0510HU_020903_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,Smut_Fungal,,,,,,,,,,,,,,9/26/2023 20:10,ac15_CSUesri,9/26/2023 20:10,ac15_CSUesri,POPR,"Festuca spp., KOMA, NAVI4?, potentilla spp.",-106.4839028,37.33936679
133,868bd01a-6763-45d7-ae0c-72d2ef997d78,9/21/2023 19:23,37.27845122,-106.4794346,9250,feet,20903,20903,Rio Grande National Forest,FR 250,USFS,From the town of Platoro heading southeast on FR 250 travel approx. 6 mi and park on southwest side of road.,SR,0510HU,Andesite,,FEID_SR0510HU_020903_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,Smut_Fungal,,,,,,,,,,,,,,9/26/2023 20:10,ac15_CSUesri,9/26/2023 20:10,ac15_CSUesri,ACMIA,"Antenarria spp., potentilla spp., dasiphora fruiticosa, taraxicum officianale",-106.4794346,37.27845122
134,072b7861-e5b2-48bd-a91a-2920db7145c9,9/21/2023 19:52,37.15821858,-106.4283397,8688,feet,20903,20903,Rio Grande National Forest,FR 250,USFS,From the town of Platoro heading southeast on FR 250 travel approx. 14.5 mi. Observation recorded on north slope.,SR,1015HU,Unconsolidated,,None_SR1015HU_020903_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,No_Damage,,,,,,,,,,,,,,9/26/2023 20:10,ac15_CSUesri,9/26/2023 20:10,ac15_CSUesri,PIPO,,-106.4283397,37.15821858
135,f60d86d0-d725-4826-be09-27aef6b7b7de,9/21/2023 22:01,37.42143588,-106.3202356,9202,feet,20903,20903,Rio Grande National Forest,FR 271,USFS,"From Monte Vista going south on hwy 15, turn west onto twelvemile rd which turns imto FR 250. Turn northwest onto FR 271 and travel approx. 4 mi until peak elevation of road. Open meadows on both sides",SR,0510HU,Volcanic,,FEID_SR0510HU_020903_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,"Smut_Fungal,Grazed_Domestic",,,,,,,,,,,,,,9/26/2023 20:10,ac15_CSUesri,9/26/2023 20:10,ac15_CSUesri,MUMO,"ElyElm, DanPar, KOMA, Ribes spp. ",-106.3202356,37.42143588
136,ce1a9867-a937-44d7-ac44-18ec4671c247,9/21/2023 12:51,37.55495734,-106.4015122,9580,feet,20904,20904,Rio Grande National Forest,West Frisco Trailhead,USFS,"From Del Norte head south on French st, which will turn into CR 13 for approx. 9 mi, or until end of road at West Frisco trailhead.",SR,0510HU,Andesite,USFSR2-46,FEAR2_SR0510HU_020904_20230924,9/25/2023 10:17,9/24/2023 16:30,20230924,no,,20_percent,Plants,,2256,200000,2,,GPS,GPS,Within 5m,WGS84,CEGL001606,No_Damage,,20,SE,Silty_Clay,3,9/24/2023 18:00,Local,8,"Hosna, R.",In Field,9/24/2023 21:46,,"landscape_photo,Individual_photo,herbarium_vouchers,Material_photo,Bags,filled_out",9/26/2023 20:10,ac15_CSUesri,9/26/2023 20:10,ac15_CSUesri,JUNIP,,-106.4015122,37.55495734
137,b9f7733a-3202-4079-8ba9-d1f786bc37fd,9/19/2023 20:30,37.96529048,-106.4295293,9444,feet,20907,20907,Rio Grande National Forest,CR 41 G,USFS,"Hwy 285 to CR G West to La Garita, continue on CR 41 G approx 15 miles,, drive passed Storm King CG approx 0.5 mile, population on west side of road on slope",SR,0510HU,Andesite,,FEID_SR0510HU_020907_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,Smut_Fungal,,,,,,,,,,,,,,9/26/2023 20:13,ac15_CSUesri,9/26/2023 20:13,ac15_CSUesri,ANTEN,"FESIDA, KOEMAC, ELYELY, DANPAR",-106.4295293,37.96529048
138,73e788f3-8390-475c-8c88-dbcc244adbb7,9/19/2023 20:49,37.99100999,-106.4306758,9722,feet,20907,20907,Rio Grande National Forest,CR 41 G,USFS,"Hwy 285 to CR G West to La Garita, continue on CR 41 G approx 15 miles, drive past Storm King CG approx 2 miles, population on west side of road near drainage",SR,0510HU,Andesite,,FEID_SR0510HU_020907_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,Smut_Fungal,,,,,,,,,,,,,,9/26/2023 20:13,ac15_CSUesri,9/26/2023 20:13,ac15_CSUesri,BRIN2,"DESCES, DASFRU, Salix spp., Ribes spp.",-106.4306758,37.99100999
139,5d41026c-8826-4b1b-8467-56fde22e759d,9/19/2023 21:07,38.00347371,-106.4099217,9929,feet,20907,20907,Rio Grande National Forest,FR 620,USFS,"Hwy 285 to CR G West to La Garita, continue on CR 41 G approx 15 miles,, drive past Storm King CG approx 4 miles, south on FR 680, east on FR 620 approx 200 feet",SR,0510HU,Andesite,,FEID_SR0510HU_020907_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,Smut_Fungal,,,,,,,,,,,,,,9/26/2023 20:13,ac15_CSUesri,9/26/2023 20:13,ac15_CSUesri,POTR5,"DANPAR, BROINE, ",-106.4099217,38.00347371
140,03967ddd-80ef-4fd1-b81b-23f218d5ed9b,9/21/2023 21:59,37.42574567,-106.3226523,9181,feet,20903,20903,Rio Grande National Forest,FR 271,USFS,"From Monte Vista, travel 285 South, then west on 12 Mile Road until RGNF boundary, follow FR 250 until turnoff WNW on FR 271, follow aporox 5 miles until just before intersecting FR 231, look to open meadow to the NNE",SR,0510HU,Andesite,,KOMA_SR0510HU_020903_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,Grazed_Domestic,,,,,,,,,,,,,,9/26/2023 20:13,ac15_CSUesri,9/26/2023 20:13,ac15_CSUesri,FESTU,"PINPON, Ribes spp., Antennaria spp., Ericameria spp.",-106.3226523,37.42574567
141,e6db9362-b3e2-4719-8cf5-bd02d31a3c0c,7/26/2023 15:30,40.79832473,-104.5323867,5230,feet,21006,21006,Arapaho and Roosevelt National Forests,CR 49,USFS,"From hwy 85 head east on CR 114 then turn south onto CR 53, east onto CR 112 and travel until the end of road. Collection site on north side of road.",HP,1015SA,Shale,USFSR2-12,HEVI4_HP1015SA_021006_20230726,7/26/2023 9:30,7/26/2023 12:00,20230726,no,,20_percent,Plants,,500,5000,0.5,,GPS,GPS,Within 5m,WGS84,CEGL008296,Insect_damage,,3,N,Sandy_Clay,2,7/26/2023 18:00,Local,10,"Smith, J. ",From Pressed Specimen on Another Date,10/6/2023 0:00,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",9/26/2023 20:50,ac15_CSUesri,9/26/2023 20:50,ac15_CSUesri,BOGR2,,-104.5323867,40.79832473
142,c2716490-4fc5-4ae5-81c5-b5379f35a880,8/28/2023 18:00,39.03890901,-108.2004023,9878,feet,20402,20402,"Grand Mesa, Uncompahgre and Gunnison National Forests",FR 103,USFS,"From Grand Junction going south on hwy 50, turn east onto Kannah creek rd, then northeast onto Land's End rd. Turn north onto FR 105 once on top of Grand Mesa, then turn north onto FR 103. Parked right before private property boundary, approx.  0.5 mi down the road. Walked approx. 0.3 mi west in from road",SR,0510HU,Basalt,USFSR2-40,FEID_SR0510HU_020402_20230828,8/28/2023 12:08,8/28/2023 16:40,20230828,no,,20_percent,Plants,,400,100000,1.5,,GPS,GPS,Within 5m,WGS84,CEGL001107,Grazed_Domestic,,6,NW,Sandy_Clay,3,8/28/2023 18:00,Local,9,"Shorrock, D.",From Pressed Specimen on Another Date,10/6/2023,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",9/26/2023 21:08,ac15_CSUesri,9/26/2023 21:08,ac15_CSUesri,DAFR6,,-108.2004023,39.03890901
143,86079743-0b88-4871-8523-8951511222ff,8/2/2023 13:00,38.85951,-104.926292,8300,feet,21209,21209,Pike and San Isabel National Forests,"Barr trail, TH in Manitou Springs at the Cog Railway Depot",USFS,"Begin the collection hike from the TH at the Cog railway parking lot. Park in town to avoid parking fees. Take the free shuttle to the TH. It comes every 20 minutes. The first mile of the Barr Trail is exposed foothills. In mile 2 and 3, to the top of the Incline, the P. virens is continuous along the trail in the P. ponderosa woodlands. Collection can occur while hiking the trail. Near to the top, there are large patches of P. virens, almost in monoculture. A good approach would be to walk to the top and collect on the way down. The amount of trailside collection can be determined by how much seed is obtained from the large patches near the top of this section. ",SR,0510SH,Granite,,,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,,,,,,,,,,,,,,,9/27/2023 16:20,cnhp_guest4,9/27/2023 16:20,cnhp_guest4,,"Geranium caespitosum, Yucca glauca, Allium cernuum, Quercus gambellii, Pseudotsuga menziesii, Holodiscus discolor, Penstemon barbatus, Solidago rigida, Ribes cereum",-104.926292,38.85951
144,235c0313-1a70-40e6-96cd-313b03690c69,10/6/2023 19:32,39.09142,-105.091,9200,feet,21209,21209,Pike and San Isabel National Forests,Manitou Experimental Forest,USFS,"From Woodland Park head north on Rampart Range rd, then turn northwest onto Forest Serice rd. Park at Woodland Work Center trail.",SR,0510SH,Granite,,BOGR2_SR0510SH_021209_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,Smut_Fungal,,,,,,,,,,,,,,10/6/2023 20:04,cnhp_guest4,10/6/2023 20:04,cnhp_guest4,PIPO,,-105.091,39.09142
145,f7aa1152-b324-4243-a583-93885c82d308,10/15/2023 15:30,39.35615,-105.248,7617,feet,21211,21211,Pike and San Isabel National Forests,Colorado trail W of Hwy 126,USFS,From Deckers go west on hwy 126 for approx. 12 mi. Collection site on west side of road going north off of the Colorado trail.,SR,1015SH,Granite,USFSR2-47,HEVI4_SR1015SH_021211_20231015,10/15/2023 9:00,10/19/2023 12:30,20231015,no,,20_percent,Plants,,415,100000,1.5,,GPS,GPS,Within 5m,WGS84,CEGL000848,No_Damage,,5,S,Sandy_Loam,2,10/19/2023 18:00,Local,10,"Shorrock, D.",In Field,10/19/2023 22:10,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",10/19/2023 22:29,ac15_CSUesri,10/19/2023 22:29,ac15_CSUesri,MUMO,,-105.248,39.35615
146,e313e683-4fb3-457b-9815-e052c68e49b0,10/19/2023 16:49,39.35599,-105.248,7623,feet,21211,21211,Pike and San Isabel National Forests,Colorado trail W of Hwy 126,USFS,From Deckers go west on hwy 126 for approx. 12 mi. Collection site on west side of road going north off of the Colorado trail.,SR,1015SH,Granite,USFSR2-48,KOMA_SR1015SH_021211_20231019,10/19/2023 10:49,10/19/2023 12:30,20231019,no,,Every_5,Plants,,440,50000,2.5,,GPS,GPS,Within 5m,WGS84,CEGL000848,Smut_Fungal,,5,S,Sandy_Loam,2,10/19/2023 18:00,Local,10,"Aitken, M.",In Field,10/19/2023 22:15,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",10/19/2023 22:32,ac15_CSUesri,10/19/2023 22:32,ac15_CSUesri,MUMO,,-105.248,39.35599
147,682b5d09-6810-4684-b4e1-d1075c079271,10/19/2023 16:58,39.35602,-105.248,7623,feet,21211,21211,Pike and San Isabel National Forests,Colorado trail W of Hwy 126,USFS,From Deckers go west on hwy 126 for approx. 12 mi. Collection site on west side of road going north off of the Colorado trail.,SR,1015SH,Granite,USFSR2-49,BOGR2_SR1015SH_021211_20231019,10/19/2023 10:58,10/19/2023 12:30,20231019,no,,Every_5,Plants,,850,75000,2.5,,GPS,GPS,Within 5m,WGS84,CEGL000848,Smut_Fungal,,5,S,Sandy_Loam,2,10/19/2023 18:00,Local,9,"Shorrock, D.",In Field,10/19/2023 22:20,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",10/19/2023 22:37,ac15_CSUesri,10/19/2023 22:37,ac15_CSUesri,MUMO,,-105.248,39.35602
148,cae37df0-826f-42b2-8854-92f613889f7d,10/19/2023 18:07,39.35611,-105.248,7650,feet,21211,21211,Pike and San Isabel National Forests,Colorado trail W of Hwy 126,USFS,From Deckers go west on hwy 126 for approx. 12 mi. Collection site on west side of road going north off of the Colorado trail.,SR,1015SH,Granite,USFSR2-50,SCSC_SR1015SH_021211_20231019,10/19/2023 12:10,10/19/2023 12:30,20231019,no,,Every_5,Plants,,200,15000,2,,GPS,GPS,Within 5m,WGS84,CEGL000848,Smut_Fungal,,5,S,Sandy_Loam,2,10/19/2023 18:00,Local,10,"Shorrock, D.",In Field,10/19/2023 22:25,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",10/19/2023 22:41,ac15_CSUesri,10/19/2023 22:41,ac15_CSUesri,MUMO,,-105.248,39.35611
149,fe5a30ae-d34f-446c-9280-5e4880c40d70,10/19/2023 18:26,39.35595,-105.248,7623,feet,21211,21211,Pike and San Isabel National Forests,Colorado trail W of Hwy 126,USFS,From Deckers go west on hwy 126 for approx. 12 mi. Collection site on west side of road going north off of the Colorado trail.,SR,1015SH,Granite,USFSR2-51,MUMO_SR1015SH_021211_20231019,10/19/2023 12:00,10/19/2023 12:30,20231019,no,,Every_5,Plants,,50,100000,2,,GPS,GPS,Within 5m,WGS84,CEGL000848,Smut_Fungal,,5,S,Sandy_Loam,2,10/19/2023 18:00,Local,8,"Aitken, M.",In Field,10/19/2023 22:29,,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,filled_out,Bags",10/19/2023 22:45,ac15_CSUesri,10/19/2023 22:45,ac15_CSUesri,SCSC,,-105.248,39.35595
157,de554e5b-ec1a-47c5-b8fc-92233fbb3dd8,6/29/2023 21:34,42.52303,-108.79,8500,feet,21403,21403,Shoshone National Forest,"FR 300, approx. 1 mi",USFS,"From hwy 789 going south from Lander continue onto hwy  28 and turn west onto Louis Lake rd/ FR 300. Travel approx 1 mi, site on east side of road.",MR,0510SH,Metagraywacke,,PSSP6_MR0510SH_021403_,,,,,,,,,,,,,GPS,GPS,Within 5m,WGS84,,No_Damage,,,,,,,,,,,,,,10/23/2023 21:48,ac15_CSUesri,10/23/2023 21:48,ac15_CSUesri,,,-108.79,42.52303
